"행정구역별(1)",2023,2023,2023,2023
"행정구역별(1)",합계,가 등급,나 등급,다 등급
"전국",2792,1017,1133,642
"서울특별시",16,10,4,2
"부산광역시",65,24,33,8
"대구광역시",28,11,7,10
"인천광역시",16,2,13,1
"광주광역시",41,15,11,15
"대전광역시",4,3,1,-
"울산광역시",32,14,13,5
"세종특별자치시",17,5,6,6
"경기도",101,26,57,18
"강원특별자치도",338,153,135,50
"충청북도",254,99,92,63
"충청남도",192,70,88,34
"전북특별자치도",351,94,171,86
"전라남도",383,162,128,93
"경상북도",472,181,148,143
"경상남도",376,133,183,60
"제주특별자치도",106,15,43,48
