시도,행정구역명,총인구(명),총면적,하수도설치율,공공하수처리구역 인구보급률,고도처리인구 보급률,인구밀도
전라북도,신풍동,13189,17.7,63.0,95.9,95.9,745.1412429378531
전라북도,검산동,12377,15.3,53.7,92.8,92.3,808.9542483660131
전라북도,교월동,6372,10.8,66.5,94.2,91.6,590.0
전라북도,삼례읍,23802,29.49,93.8,94.4,94.4,807.121057985758
전라북도,봉동읍,26660,47.121,89.5,95.2,92.1,565.7774665223573
전라북도,용진읍,7190,38.293,94.2,95.8,71.3,187.76277648656412
전라북도,상관면,4348,67.964,94.7,94.7,84.2,63.97504561238303
전라북도,이서면,14738,25.261,76.5,96.3,96.3,583.4290012271882
전라북도,소양면,6034,95.499,80.6,86.8,40.1,63.18390768489723
전라북도,구이면,5853,90.406,61.4,67.5,58.1,64.74127823374555
전라북도,고산면,4666,70.584,42.3,44.4,30.0,66.10563300464695
전라북도,비봉면,1890,43.859,68.6,69.4,31.2,43.09263777103901
전라북도,운주면,1989,94.324,33.8,45.6,0.0,21.08689198931343
전라북도,화산면,2684,69.641,25.3,28.9,0.0,38.540514926551886
전라북도,동상면,1106,112.917,0.0,0.0,0.0,9.794805033785877
전라북도,경천면,1022,36.021,41.9,46.0,0.0,28.37233835817995
전라북도,진안읍,10186,115.883,95.0,95.0,95.0,87.899001579179
전라북도,용담면,840,54.453,89.3,89.3,89.3,15.426147319706903
전라북도,안천면,1056,37.091,96.2,96.2,96.2,28.47051845461163
전라북도,동향면,1331,52.905,58.6,58.6,58.6,25.15830261790001
전라북도,상전면,822,54.68,73.3,76.8,76.8,15.032918800292611
전라북도,백운면,1924,86.071,74.7,74.7,74.7,22.353638275377307
전라북도,성수면,1694,70.711,63.4,63.4,63.4,23.95666869369688
전라북도,마령면,1731,42.09,85.4,85.4,85.4,41.126158232359224
전라북도,부귀면,2862,104.087,84.9,84.9,84.9,27.496229116027937
전라북도,정천면,1037,75.419,84.1,84.1,84.1,13.749850833344384
전라북도,주천면,1453,95.747,93.3,93.3,93.3,15.175410195619706
전라북도,무주읍,9675,79.198,94.5,94.7,84.5,122.16217581252053
전라북도,무풍면,2114,91.19,50.9,54.4,51.6,23.18236648755346
전라북도,설천면,3851,158.21,77.4,77.4,52.3,24.341065672207822
전라북도,적상면,2522,135.82,55.2,57.1,44.8,18.568693859519954
전라북도,안성면,4049,97.595,69.9,78.6,71.1,41.48778113632871
전라북도,부남면,1367,70.05,40.4,72.6,66.8,19.5146324054247
전라북도,장수읍,7269,101.924,94.2,94.2,93.8,71.31784466857658
전라북도,산서면,1981,83.64,40.8,75.5,75.0,23.684839789574365
전라북도,번암면,2191,67.44,81.5,81.5,80.9,32.48813760379597
전라북도,장계면,4426,56.67,89.5,95.5,95.1,78.10128815952002
전라북도,천천면,2002,50.11,76.6,76.6,76.2,39.95210536818998
전라북도,계남면,2054,125.43,51.5,84.4,84.3,16.375667703101332
전라북도,계북면,1492,47.97,55.6,55.6,0.0,31.102772566187202
전라북도,임실읍,7585,67.827,76.1,96.0,96.0,111.82862281982102
전라북도,청웅면,1230,34.58,27.4,39.8,39.8,35.56969346443031
전라북도,운암면,1565,76.4,65.0,77.4,77.4,20.484293193717274
전라북도,신평면,1410,33.69,75.0,88.7,88.7,41.85218165627783
전라북도,성수면,1566,60.4,40.1,42.9,42.9,25.927152317880797
전라북도,오수면,3410,40.5,59.1,73.7,73.7,84.19753086419753
전라북도,신덕면,1279,65.9,44.3,65.6,65.6,19.408194233687404
전라북도,삼계면,1425,54.0,16.1,24.1,24.1,26.38888888888889
전라북도,관촌면,3165,53.5,67.9,87.1,87.1,59.1588785046729
전라북도,강진면,1401,50.58,26.5,46.9,42.0,27.69869513641756
전라북도,덕치면,1151,41.99,7.3,18.2,18.2,27.411288402000476
전라북도,지사면,1174,17.8,13.7,24.7,24.7,65.95505617977528
전라북도,순창읍,10495,21.103,66.4,94.3,92.9,497.3226555466047
전라북도,인계면,1485,35.848,44.1,44.6,40.7,41.42490515509931
전라북도,동계면,1950,57.387,37.3,37.3,35.5,33.979821213863765
전라북도,풍산면,1690,27.995,39.1,39.1,35.4,60.36792284336489
전라북도,금과면,1734,27.197,43.7,54.7,53.3,63.75703202559106
전라북도,팔덕면,1397,39.388,69.2,69.2,67.1,35.467655123387836
전라북도,쌍치면,1904,78.514,40.2,40.2,38.9,24.250452148661388
전라북도,복흥면,2055,73.701,52.4,59.9,58.6,27.882932388977085
전라북도,적성면,1225,32.7,48.6,51.3,51.0,37.461773700305805
전라북도,유등면,1020,18.624,48.2,71.9,71.5,54.76804123711341
전라북도,구림면,2224,83.474,41.2,42.9,42.9,26.6430265711479
전라북도,고창읍,21280,42.478,85.8,99.9,99.9,500.9652055181505
전라북도,고수면,2344,45.558,40.4,73.5,73.2,51.450897756705736
전라북도,아산면,2553,74.693,61.9,75.2,74.7,34.179909763967174
전라북도,무장면,2725,43.759,42.9,54.2,54.1,62.272903859777415
전라북도,공음면,2409,50.035,59.3,69.5,69.4,48.14629759168582
전라북도,상하면,2340,32.944,50.4,58.3,57.9,71.0296260320544
전라북도,해리면,2684,39.511,45.9,48.4,48.2,67.93044974817138
전라북도,성송면,1680,36.232,46.3,65.4,64.9,46.36785162287481
전라북도,대산면,3115,43.819,37.0,41.7,41.6,71.08788425112394
전라북도,심원면,2408,40.05,75.7,77.8,77.7,60.12484394506867
전라북도,흥덕면,3023,33.374,62.6,68.3,68.0,90.5794930185174
전라북도,성내면,1917,30.825,64.0,66.7,66.5,62.189781021897815
전라북도,신림면,2156,40.88,82.5,85.1,85.0,52.73972602739725
전라북도,부안면,2633,53.324,77.7,80.3,80.1,49.3773910434326
전라북도,부안읍,20821,25.195,79.7,96.6,90.0,826.3941258186148
전라북도,주산면,1799,25.633,69.0,69.0,69.0,70.18296726875512
전라북도,동진면,2673,38.01,78.1,78.1,76.1,70.32359905288082
전라북도,행안면,2118,20.11,47.5,78.0,77.7,105.32073595226255
전라북도,계화면,3159,47.461,96.1,96.1,94.5,66.55991234908662
전라북도,보안면,2351,41.25,44.7,64.0,63.2,56.99393939393939
전라북도,변산면,4290,83.98,92.8,92.8,89.6,51.083591331269346
전라북도,진서면,2278,40.02,83.6,92.6,92.1,56.9215392303848
전라북도,백산면,2429,35.63,65.2,70.3,69.0,68.17288801571709
전라북도,상서면,2136,53.035,75.6,75.6,75.6,40.275289902894315
전라북도,하서면,2538,46.377,73.5,73.5,73.5,54.725402678051616
전라북도,줄포면,2526,23.96,58.7,93.9,92.0,105.42570951585977
전라북도,위도면,1101,14.341,0.0,22.3,22.1,76.77288891988007
전라남도,용당1동,9700,1.45,100.0,100.0,100.0,6689.6551724137935
전라남도,용당2동,4663,0.91,100.0,100.0,100.0,5124.175824175824
전라남도,연동,4075,0.66,100.0,100.0,100.0,6174.242424242424
전라남도,산정동,9119,0.76,100.0,100.0,100.0,11998.684210526315
전라남도,연산동,10299,2.88,98.5,98.5,98.5,3576.041666666667
전라남도,원산동,11933,0.62,100.0,100.0,100.0,19246.774193548386
전라남도,대성동,4976,0.34,100.0,100.0,100.0,14635.294117647058
전라남도,목원동,6664,1.5,100.0,100.0,100.0,4442.666666666667
전라남도,동명동,4990,0.802,98.2,100.0,100.0,6221.945137157107
전라남도,삼학동,5857,0.82,95.4,95.4,95.4,7142.682926829269
전라남도,만호동,2448,0.84,100.0,100.0,100.0,2914.285714285714
전라남도,유달동,5031,12.68,75.3,75.3,75.3,396.7665615141956
전라남도,죽교동,2940,0.77,100.0,100.0,100.0,3818.181818181818
전라남도,북항동,9084,1.67,67.2,99.0,99.0,5439.520958083833
전라남도,용해동,16472,2.12,100.0,100.0,100.0,7769.811320754717
전라남도,이로동,10460,1.95,95.8,97.0,97.0,5364.102564102564
전라남도,상동,22420,3.15,100.0,100.0,100.0,7117.460317460318
전라남도,하당동,14795,1.258,100.0,100.0,100.0,11760.731319554849
전라남도,신흥동,16101,1.8,100.0,100.0,100.0,8945.0
전라남도,삼향동,4496,7.7,100.0,100.0,100.0,583.8961038961039
전라남도,옥암동,10937,2.58,100.0,100.0,100.0,4239.147286821705
전라남도,부흥동,8191,0.68,100.0,100.0,100.0,12045.588235294117
전라남도,부주동,22696,3.79,100.0,100.0,100.0,5988.390501319262
전라남도,돌산읍,12632,72.192,55.5,57.5,57.5,174.97783687943263
전라남도,소라면,22344,60.55,63.1,65.5,65.5,369.01734104046244
전라남도,율촌면,5979,50.041,61.6,61.7,61.7,119.48202473971344
전라남도,화양면,6490,70.126,19.7,25.3,25.3,92.54769985454752
전라남도,남면,2720,42.55,23.3,28.3,28.3,63.92479435957697
전라남도,화정면,2063,26.353,7.9,15.5,15.5,78.28330740333169
전라남도,삼산면,1988,27.545,19.2,29.3,29.3,72.1728081321474
전라남도,동문동,4363,0.931,49.5,100.0,100.0,4686.358754027927
전라남도,한려동,2910,0.95,84.0,100.0,100.0,3063.157894736842
전라남도,중앙동,4073,0.502,72.2,100.0,100.0,8113.545816733068
전라남도,충무동,3713,1.345,58.5,100.0,100.0,2760.5947955390334
전라남도,광림동,5672,3.393,73.3,100.0,100.0,1671.6769820218096
전라남도,서강동,3959,0.655,64.3,100.0,100.0,6044.274809160305
전라남도,대교동,4889,1.613,79.2,100.0,100.0,3030.9981401115933
전라남도,국동,10610,1.533,79.9,100.0,100.0,6921.069797782127
전라남도,월호동,7487,6.794,65.8,70.6,70.6,1102.0017662643509
전라남도,여서동,16793,2.574,100.0,100.0,100.0,6524.0870240870245
전라남도,문수동,19574,2.26,89.9,100.0,100.0,8661.061946902655
전라남도,미평동,11539,3.088,79.1,100.0,100.0,3736.722797927461
전라남도,둔덕동,9821,4.074,79.6,100.0,100.0,2410.6529209621995
전라남도,만덕동,10595,16.035,98.3,98.3,98.3,660.7421265980668
전라남도,쌍봉동,32135,7.169,99.8,99.8,99.8,4482.494071697587
전라남도,시전동,44178,6.643,98.9,100.0,100.0,6650.308595514075
전라남도,여천동,20290,7.53,96.2,98.3,98.3,2694.555112881806
전라남도,주삼동,7976,11.526,74.6,82.9,82.9,692.0006940829429
전라남도,삼일동,2193,72.826,0.0,0.0,0.0,30.112871776563317
전라남도,묘도동,1115,11.536,0.0,0.0,0.0,96.65395284327323
전라남도,승주읍,2529,93.803,84.1,84.1,76.7,26.960758184706247
전라남도,해룡면,55405,58.8,59.4,96.4,95.5,942.2619047619048
전라남도,서면,12290,100.02,62.8,83.8,83.0,122.875424915017
전라남도,황전면,2818,99.6,42.6,87.0,77.8,28.293172690763054
전라남도,월등면,1787,44.4,93.0,93.0,52.2,40.24774774774775
전라남도,주암면,3128,94.0,90.2,94.9,57.7,33.276595744680854
전라남도,송광면,1488,103.815,37.7,90.3,39.4,14.333188845542551
전라남도,외서면,829,34.9,89.9,89.9,64.7,23.75358166189112
전라남도,낙안면,3200,63.0,95.1,95.1,95.1,50.79365079365079
전라남도,별량면,5161,69.7,79.0,79.0,24.2,74.04591104734577
전라남도,상사면,2816,60.4,92.7,92.7,78.9,46.622516556291394
전라남도,향동,3525,18.7,91.9,91.9,89.4,188.50267379679144
전라남도,매곡동,7060,1.4,93.9,93.9,93.9,5042.857142857143
전라남도,삼산동,25424,17.7,94.2,94.2,94.2,1436.3841807909605
전라남도,조곡동,6211,2.2,98.5,98.5,98.5,2823.181818181818
전라남도,덕연동,44064,5.1,69.8,99.4,99.4,8640.0
전라남도,풍덕동,7703,2.9,55.8,99.2,99.2,2656.206896551724
전라남도,남제동,8730,2.6,51.3,98.6,98.6,3357.6923076923076
전라남도,저전동,2651,1.0,93.9,93.9,93.9,2651.0
전라남도,장천동,2087,0.5,56.7,81.0,81.0,4174.0
전라남도,중앙동,2795,0.5,85.6,85.6,85.6,5590.0
전라남도,도사동,18443,25.3,64.6,98.8,98.6,728.9723320158103
전라남도,왕조1동,41331,9.4,79.2,99.5,99.5,4396.914893617021
전라남도,왕조2동,19468,1.3,99.5,99.5,99.5,14975.384615384615
전라남도,남평읍,12417,54.2,78.7,78.7,78.7,229.09594095940957
전라남도,세지면,2518,29.96,11.2,37.0,37.0,84.04539385847796
전라남도,왕곡면,2796,30.08,41.6,41.6,41.6,92.95212765957447
전라남도,반남면,1395,20.973,25.5,35.5,35.5,66.51408954369904
전라남도,공산면,2272,32.27,69.4,73.5,73.5,70.40594979857453
전라남도,동강면,2403,47.04,32.1,32.1,32.1,51.08418367346939
전라남도,다시면,3488,56.614,37.8,72.2,72.2,61.61020242342884
전라남도,문평면,1916,46.99,52.2,52.2,52.2,40.77463290061715
전라남도,노안면,4408,42.45,40.0,40.0,40.0,103.83981154299175
전라남도,금천면,7192,27.152,60.7,82.2,82.2,264.8791985857395
전라남도,산포면,3253,20.08,76.2,76.2,76.2,162.00199203187253
전라남도,다도면,1878,73.17,31.0,31.0,31.0,25.666256662566624
전라남도,봉황면,4028,59.87,21.4,21.4,21.4,67.2791047269083
전라남도,송월동,8282,4.69,73.4,100.0,100.0,1765.8848614072492
전라남도,영강동,2698,6.924,70.7,96.3,96.3,389.6591565569035
전라남도,금남동,4643,11.551,94.9,94.9,94.9,401.95654055925894
전라남도,성북동,8926,8.023,97.9,97.9,97.9,1112.551414682787
전라남도,영산동,2989,14.013,61.9,84.3,84.3,213.30193391850426
전라남도,이창동,3393,14.421,66.5,90.6,90.6,235.2818805908051
전라남도,빛가람동,40403,8.023,100.0,100.0,100.0,5035.89679670946
전라남도,광양읍,48635,55.695,97.8,97.8,97.8,873.2381721878086
전라남도,봉강면,2079,55.606,89.8,89.8,89.8,37.388051649102614
전라남도,옥룡면,2980,66.308,100.0,100.0,100.0,44.94178681305423
전라남도,옥곡면,4976,40.305,91.8,91.8,91.8,123.45862796179134
전라남도,진상면,2629,65.507,100.0,100.0,91.1,40.133115544903596
전라남도,진월면,2645,37.294,87.4,99.4,99.4,70.92293666541535
전라남도,다압면,1697,63.608,97.3,97.3,60.4,26.67903408376305
전라남도,골약동,7303,39.437,82.7,82.7,82.7,185.18142860765272
전라남도,중마동,58606,10.201,76.1,100.0,100.0,5745.1230271542
전라남도,광영동,10987,3.2,31.8,99.7,99.7,3433.4375
전라남도,금호동,10641,21.603,0.0,100.0,100.0,492.57047632273293
전라남도,태인동,1592,6.1,100.0,100.0,100.0,260.9836065573771
전라남도,담양읍,15635,29.995,98.4,98.4,98.4,521.2535422570428
전라남도,봉산면,2713,19.483,31.4,40.3,40.3,139.24960221731766
전라남도,고서면,3031,26.587,53.8,53.8,53.8,114.0030842140896
전라남도,가사문학면,1194,43.547,81.0,81.0,81.0,27.418651112590997
전라남도,창평면,3670,33.803,63.8,63.8,63.8,108.57024524450493
전라남도,대덕면,1883,53.671,51.7,51.7,51.7,35.084123642190384
전라남도,무정면,2525,39.264,32.3,45.3,45.3,64.30827220863895
전라남도,금성면,2637,37.003,61.6,61.6,61.6,71.26449206821069
전라남도,용면,1814,62.617,77.6,77.6,77.6,28.969768593193542
전라남도,월산면,2358,49.637,74.1,74.1,74.1,47.50488546850132
전라남도,수북면,4882,29.043,96.1,96.1,96.1,168.09558241228524
전라남도,대전면,4278,30.424,89.3,89.3,89.3,140.61267420457534
전라남도,곡성읍,7672,52.197,98.9,98.9,97.0,146.98162729658793
전라남도,오곡면,1802,62.87,30.3,68.3,68.3,28.662319071099095
전라남도,삼기면,1667,38.17,15.9,26.8,26.8,43.67304165575059
전라남도,석곡면,2283,53.16,79.2,79.2,73.9,42.94582392776524
전라남도,목사동면,1343,46.756,56.1,56.1,56.1,28.72358627769698
전라남도,죽곡면,1872,103.37,58.4,58.4,58.4,18.10970300860985
전라남도,고달면,1139,41.94,78.5,78.5,78.5,27.15784453981879
전라남도,옥과면,4173,29.95,73.5,73.5,72.8,139.3322203672788
전라남도,입면,2336,34.06,89.9,89.9,89.9,68.58485026423958
전라남도,겸면,1652,38.26,70.1,70.1,70.1,43.17825405122844
전라남도,오산면,1474,46.56,66.1,66.1,66.1,31.65807560137457
전라남도,구례읍,10536,45.76,91.4,99.0,98.9,230.24475524475525
전라남도,문척면,1267,34.02,89.7,94.9,94.9,37.242798353909464
전라남도,간전면,1404,74.66,80.6,80.6,80.6,18.805250468791858
전라남도,토지면,2460,96.71,87.9,87.9,87.9,25.436873125840144
전라남도,마산면,2494,32.24,98.0,98.4,98.4,77.35732009925557
전라남도,광의면,2154,33.66,85.0,93.1,93.1,63.99286987522282
전라남도,용방면,1351,24.67,96.7,96.7,96.7,54.762869882448314
전라남도,산동면,2858,101.245,96.3,96.3,96.3,28.228554496518345
전라남도,고흥읍,12616,46.23,97.1,97.1,97.1,272.896387627082
전라남도,도양읍,10641,32.862,84.9,84.9,0.0,323.8086543728318
전라남도,풍양면,2935,51.76,80.6,80.6,0.0,56.70401854714065
전라남도,도덕면,2923,46.942,42.6,42.6,0.0,62.26833113203528
전라남도,금산면,4200,67.279,82.0,82.0,0.0,62.42661157270471
전라남도,도화면,3996,66.307,79.2,79.2,0.0,60.26513037839142
전라남도,포두면,4724,113.582,61.3,61.3,0.0,41.59109718089134
전라남도,봉래면,1932,30.94,64.1,64.1,0.0,62.44343891402715
전라남도,점암면,2616,64.72,36.0,36.0,0.0,40.42027194066749
전라남도,과역면,3129,42.12,56.0,56.0,0.0,74.28774928774929
전라남도,남양면,2214,39.817,23.0,23.0,0.0,55.60439008463722
전라남도,동강면,3099,42.33,58.9,58.9,0.0,73.21048901488307
전라남도,대서면,2149,34.31,39.7,39.7,0.0,62.634800349752254
전라남도,두원면,2914,60.085,58.2,58.2,0.0,48.49796122160273
전라남도,영남면,1240,44.12,65.0,65.0,0.0,28.105167724388036
전라남도,동일면,1474,23.77,71.3,71.3,0.0,62.01093815734119
전라남도,보성읍,8663,51.765,51.0,88.8,86.6,167.35245822466916
전라남도,벌교읍,11157,101.7,51.7,62.7,57.6,109.70501474926253
전라남도,노동면,1061,46.9,21.8,49.5,24.4,22.6226012793177
전라남도,미력면,1358,30.4,29.7,68.6,68.6,44.67105263157895
전라남도,겸백면,1104,47.3,13.9,37.6,22.7,23.340380549682877
전라남도,율어면,1139,47.0,19.6,49.2,36.3,24.23404255319149
전라남도,복내면,1614,66.7,47.6,74.1,62.6,24.197901049475263
전라남도,문덕면,935,59.2,47.1,71.2,52.5,15.793918918918918
전라남도,조성면,3569,45.0,33.2,73.4,66.6,79.31111111111112
전라남도,득량면,3854,75.13,26.9,49.0,46.1,51.297750565686144
전라남도,회천면,2998,53.8,34.7,49.8,49.8,55.72490706319703
전라남도,웅치면,1033,39.7,42.7,73.2,38.4,26.02015113350126
전라남도,화순읍,38676,69.989,76.4,96.2,96.2,552.6011230336195
전라남도,한천면,1365,65.269,74.1,74.1,20.7,20.91345048951263
전라남도,춘양면,1791,49.949,0.0,53.7,53.7,35.85657370517929
전라남도,청풍면,1039,50.193,0.0,40.4,0.0,20.700097623174546
전라남도,이양면,1823,92.124,0.0,39.3,0.0,19.788545872953847
전라남도,능주면,3115,15.735,96.3,96.3,96.3,197.96631712742294
전라남도,도곡면,3503,38.217,73.3,74.4,62.9,91.66077923437214
전라남도,도암면,1435,50.888,0.0,51.8,0.0,28.19918251847194
전라남도,이서면,943,52.707,0.0,76.9,0.0,17.891361678714404
전라남도,백아면,1569,85.418,59.9,59.9,9.6,18.3684937600974
전라남도,동복면,1601,62.987,51.4,51.5,42.3,25.417943385142966
전라남도,사평면,2150,86.536,77.3,77.3,43.5,24.84515115096607
전라남도,동면,3266,67.158,70.9,70.9,55.5,48.631585216951066
전라남도,장흥읍,14486,56.857,66.9,90.4,90.4,254.77953462194628
전라남도,관산읍,4647,71.818,49.9,72.3,72.3,64.70522710184076
전라남도,대덕읍,3200,58.15,77.5,84.4,84.4,55.03009458297507
전라남도,용산면,2252,72.557,21.0,26.5,26.5,31.03766693771793
전라남도,안양면,2726,51.808,92.9,92.9,92.9,52.617356392835084
전라남도,장동면,1199,45.044,37.6,37.7,37.7,26.6184175472871
전라남도,장평면,2056,78.313,21.0,29.5,29.5,26.253623280936754
전라남도,유치면,1037,122.167,85.3,85.3,85.3,8.488380659261503
전라남도,부산면,1415,38.0,51.3,51.3,51.3,37.23684210526316
전라남도,회진면,2662,27.662,83.0,84.3,84.3,96.23309955896175
전라남도,강진읍,13119,50.91,86.1,86.4,79.9,257.6900412492634
전라남도,군동면,4431,60.69,67.0,67.0,63.6,73.01038062283737
전라남도,칠량면,2213,60.529,66.3,66.3,63.8,36.56098729534603
전라남도,대구면,1125,33.55,68.8,68.8,61.6,33.53204172876304
전라남도,도암면,2435,69.31,56.1,57.0,55.2,35.13201558216707
전라남도,신전면,1708,40.48,32.2,33.1,30.4,42.19367588932807
전라남도,성전면,2523,64.604,70.7,70.7,67.7,39.05330939260727
전라남도,작천면,1800,44.145,52.9,52.9,52.3,40.77471967380224
전라남도,병영면,1593,27.09,65.8,68.7,66.2,58.80398671096346
전라남도,옴천면,620,29.68,44.8,44.8,39.4,20.889487870619945
전라남도,마량면,1725,19.91,66.8,69.4,53.3,86.63987945755902
전라남도,해남읍,24114,65.201,72.0,93.2,93.0,369.8409533596111
전라남도,삼산면,2951,50.869,41.4,56.8,55.8,58.01175568617429
전라남도,화산면,3119,56.838,9.6,22.7,22.5,54.875259509483094
전라남도,현산면,2824,90.331,5.8,28.3,28.3,31.262800146129234
전라남도,송지면,5864,81.06,63.5,73.7,71.6,72.34147545028374
전라남도,북평면,2758,48.155,47.7,63.3,62.2,57.273388017859
전라남도,북일면,2116,41.871,41.2,45.3,44.8,50.536170619283034
전라남도,옥천면,2994,61.086,13.5,38.8,38.8,49.0128671053924
전라남도,계곡면,2203,78.814,21.5,29.2,29.1,27.951886720633393
전라남도,마산면,2425,80.194,3.6,10.3,10.0,30.239170012719153
전라남도,황산면,4523,105.966,35.9,48.1,47.1,42.68350225544042
전라남도,산이면,3649,137.902,9.3,24.4,24.2,26.460820002610554
전라남도,문내면,3909,56.557,28.0,43.6,42.8,69.11611294799935
전라남도,화원면,3412,90.289,25.6,34.6,33.4,37.78976398010832
전라남도,영암읍,7922,59.772,64.2,71.3,3.0,132.53697383390215
전라남도,삼호읍,29267,96.966,68.1,93.9,0.5,301.8274446713281
전라남도,덕진면,1791,26.252,79.4,92.2,0.0,68.22337345726041
전라남도,금정면,2075,72.948,50.7,55.0,5.4,28.44491966880518
전라남도,신북면,3634,48.906,35.1,74.2,50.5,74.30581114791642
전라남도,시종면,3409,61.939,22.2,67.8,13.3,55.038021279000304
전라남도,도포면,2218,34.922,21.3,40.7,0.0,63.51297176564917
전라남도,군서면,3228,57.222,30.7,67.7,0.0,56.41186956065849
전라남도,서호면,1886,44.007,17.8,67.3,0.0,42.85681823346286
전라남도,학산면,2934,61.924,36.6,67.1,34.2,47.38066016407209
전라남도,미암면,2207,47.572,9.5,46.9,4.4,46.39283612208862
전라남도,무안읍,10860,40.371,58.3,84.7,82.3,269.0049788214312
전라남도,일로읍,17230,70.01,51.7,81.9,81.6,246.1076989001571
전라남도,삼향읍,41269,38.54,61.4,86.4,86.4,1070.8095485210172
전라남도,몽탄면,2983,63.023,30.9,51.4,51.4,47.33192643955381
전라남도,청계면,6389,65.035,28.7,43.4,43.4,98.23940954870454
전라남도,현경면,4406,55.371,10.5,26.6,26.6,79.57233931119178
전라남도,망운면,1853,19.116,12.3,23.2,23.2,96.93450512659552
전라남도,해제면,4621,64.501,39.8,53.9,53.9,71.64230011937799
전라남도,운남면,2768,34.973,24.6,27.1,27.1,79.1467703657107
전라남도,함평읍,8401,40.227,95.2,95.2,95.2,208.83983394237703
전라남도,손불면,3223,55.189,85.0,85.0,83.9,58.39931870481436
전라남도,신광면,1734,40.987,45.9,45.9,45.9,42.30609705516383
전라남도,학교면,3726,46.425,82.3,82.3,82.3,80.25848142164783
전라남도,엄다면,1848,23.235,84.8,84.8,84.8,79.53518398967076
전라남도,대동면,2971,56.588,88.9,88.9,88.9,52.502297306849506
전라남도,나산면,2762,55.557,83.6,83.6,83.6,49.71470741760714
전라남도,해보면,3002,39.484,87.2,87.2,86.1,76.03079728497619
전라남도,월야면,3905,34.406,86.1,86.1,86.1,113.49764575946057
전라남도,영광읍,23243,46.576,51.5,83.8,83.8,499.0338371693576
전라남도,백수읍,4459,86.91,56.9,58.2,58.2,51.305948682545164
전라남도,홍농읍,6699,38.05,42.6,75.2,75.2,176.05781865965835
전라남도,대마면,1609,35.01,5.0,5.9,5.9,45.95829762924879
전라남도,묘량면,1702,44.72,25.0,32.3,32.3,38.059033989266545
전라남도,불갑면,1392,36.91,18.8,19.1,19.1,37.713356813871584
전라남도,군서면,2215,25.87,48.5,48.5,48.5,85.62040974101275
전라남도,군남면,2262,48.81,26.8,31.4,31.4,46.34296250768285
전라남도,염산면,3840,65.01,69.3,69.3,69.3,59.06783571758191
전라남도,법성면,4843,34.69,35.1,46.0,46.0,139.60795618333816
전라남도,낙월면,607,11.99,97.5,97.5,97.5,50.6255212677231
전라남도,장성읍,13520,69.552,93.7,93.7,93.7,194.38693351736828
전라남도,진원면,3348,28.331,28.7,50.9,50.9,118.17443789488546
전라남도,남면,3755,28.331,36.8,55.8,55.8,132.54032685044652
전라남도,동화면,1980,28.953,36.3,51.4,51.4,68.38669567920422
전라남도,삼서면,3135,47.439,16.8,43.5,43.5,66.08486688167963
전라남도,삼계면,6036,66.023,68.9,69.9,69.9,91.42268603365494
전라남도,황룡면,4142,44.68,75.1,75.1,75.1,92.70367054610564
전라남도,서삼면,1489,34.118,44.2,67.2,67.2,43.6426519725658
전라남도,북일면,1411,30.567,34.4,39.4,39.4,46.16089246573102
전라남도,북이면,2717,56.335,59.1,59.1,59.1,48.229342327150086
전라남도,북하면,2145,84.018,43.9,58.5,58.5,25.530243519245875
전라남도,완도읍,17990,55.414,83.8,90.3,82.1,324.6472010683221
전라남도,금일읍,3913,26.396,77.0,77.0,77.0,148.24215790271253
전라남도,노화읍,5341,33.387,53.3,66.4,66.4,159.97244436457302
전라남도,군외면,3283,43.546,42.0,43.9,43.9,75.39153998071005
전라남도,신지면,3539,31.384,27.1,82.1,82.1,112.76446596992098
전라남도,고금면,4463,47.284,20.7,41.9,41.9,94.38710768970476
전라남도,약산면,2322,27.319,41.5,41.5,41.5,84.99579047549325
전라남도,청산면,2460,42.465,37.7,37.7,37.7,57.930060049452486
전라남도,소안면,2652,27.695,42.6,42.6,42.6,95.75735692363243
전라남도,금당면,975,14.401,54.9,54.9,54.9,67.70363169224359
전라남도,보길면,2823,32.558,26.8,61.0,61.0,86.70680017200074
전라남도,생일면,787,15.019,3.5,11.4,11.4,52.40029296224782
전라남도,진도읍,11185,44.333,69.6,94.9,87.2,252.29513003857173
전라남도,군내면,3376,63.95,8.5,54.8,54.8,52.79124315871775
전라남도,고군면,3522,48.47,19.2,60.6,60.6,72.66350319785434
전라남도,의신면,3403,66.314,18.5,76.7,76.7,51.31646409506289
전라남도,임회면,3428,70.073,18.5,75.6,75.6,48.92041157079046
전라남도,지산면,3174,89.771,8.2,43.5,43.5,35.356629646545095
전라남도,조도면,2961,57.2,1.8,24.5,24.5,51.76573426573426
전라남도,지도읍,4789,79.827,20.4,22.8,22.8,59.99223320430431
전라남도,압해읍,6062,67.57,51.3,70.6,70.6,89.71437028266983
전라남도,증도면,1818,33.78,17.8,32.9,32.9,53.818827708703374
전라남도,임자면,3319,47.25,26.2,60.3,60.3,70.24338624338624
전라남도,자은면,2321,52.81,21.9,22.7,22.7,43.950009467903804
전라남도,비금면,3577,51.69,38.7,38.7,37.4,69.20100599729155
전라남도,도초면,2681,55.46,26.2,36.0,32.8,48.34114677244861
전라남도,흑산면,3729,48.76,36.9,79.0,68.7,76.4766201804758
전라남도,하의면,1669,34.63,47.8,47.8,37.7,48.195206468380015
전라남도,신의면,1490,33.3,15.0,26.1,26.1,44.74474474474475
전라남도,장산면,1522,29.16,10.6,13.7,13.7,52.19478737997257
