시도,행정구역명,총인구(명),총면적,하수도설치율,공공하수처리구역 인구보급률,고도처리인구 보급률,인구밀도
충청북도,청천면,5245,208.897,32.5,32.5,22.8,25.108067612268247
충청북도,청안면,3440,70.835,32.5,32.5,30.2,48.56356321027741
충청북도,사리면,2663,50.87,59.4,59.4,59.4,52.34912522115196
충청북도,소수면,2251,46.57,29.7,29.7,29.7,48.33583852265407
충청북도,불정면,2757,60.46,24.2,33.1,33.1,45.60039695666556
충청북도,음성읍,17290,86.27,68.5,74.4,74.4,200.41729454039643
충청북도,금왕읍,22104,71.33,68.7,77.8,77.0,309.88363942240295
충청북도,소이면,3013,48.9,13.3,13.3,13.3,61.61554192229039
충청북도,원남면,3227,64.7,11.3,11.3,11.3,49.876352395672335
충청북도,맹동면,14250,34.67,73.6,74.3,74.2,411.01817132967983
충청북도,대소면,18911,38.33,53.0,61.4,61.1,493.3733368118967
충청북도,삼성면,8431,50.09,50.4,60.6,60.3,168.31702934717507
충청북도,생극면,5326,56.49,29.6,41.0,40.6,94.28217383607718
충청북도,감곡면,10621,69.343,37.4,44.7,44.3,153.16614510476904
충청북도,단양읍,10225,75.515,72.0,99.4,99.4,135.4035622061842
충청북도,매포읍,5214,65.89,85.7,98.8,98.8,79.13188647746243
충청북도,대강면,2391,134.36,44.1,52.9,52.9,17.79547484370348
충청북도,가곡면,2044,104.49,48.4,48.4,48.4,19.56168054359269
충청북도,영춘면,3131,181.258,51.5,51.5,51.5,17.273720332343952
충청북도,어상천면,1843,73.32,45.2,45.2,45.2,25.136388434260777
충청북도,적성면,1514,72.27,30.2,33.9,33.9,20.949218209492184
충청북도,단성면,1615,73.05,75.2,75.2,75.2,22.10814510609172
충청남도,목천읍,23642,63.186,92.9,93.7,93.7,374.1651631690564
충청남도,풍세면,4204,30.297,62.5,67.6,67.6,138.75961316301945
충청남도,광덕면,4192,80.532,55.4,66.3,66.3,52.05384195102568
충청남도,북면,4376,58.536,68.3,71.3,71.3,74.75741424080907
충청남도,성남면,2945,33.106,49.7,54.4,54.4,88.95668458889627
충청남도,수신면,2161,26.871,14.7,14.8,14.8,80.42127200327491
충청남도,병천면,6346,56.409,72.9,74.5,71.6,112.49977840415536
충청남도,동면,1988,43.232,15.8,20.1,20.1,45.984455958549226
충청남도,중앙동,5057,0.852,63.1,77.3,77.3,5935.446009389671
충청남도,문성동,7947,0.601,0.0,83.6,83.6,13222.961730449251
충청남도,원성1동,8431,7.269,84.2,84.2,84.2,1159.856926674921
충청남도,원성2동,9201,0.8,85.9,85.9,85.9,11501.25
충청남도,봉명동,17252,1.415,0.0,93.1,93.1,12192.226148409894
충청남도,일봉동,22101,2.431,0.0,100.0,100.0,9091.32044426162
충청남도,신방동,45500,4.726,0.0,100.0,100.0,9627.59204401185
충청남도,청룡동,58032,16.957,0.0,100.0,100.0,3422.3034734917733
충청남도,신안동,38637,11.606,0.0,100.0,100.0,3329.0539376184734
충청남도,성환읍,24873,57.151,96.0,100.0,97.5,435.21548179384433
충청남도,성거읍,21825,31.405,70.0,94.5,94.5,694.9530329565356
충청남도,직산읍,22550,30.567,77.1,97.1,97.1,737.723688945595
충청남도,입장면,9136,42.7,68.1,95.5,95.5,213.95784543325524
충청남도,성정1동,17617,1.4,0.0,100.0,100.0,12583.57142857143
충청남도,성정2동,25948,2.07,0.0,100.0,100.0,12535.265700483093
충청남도,쌍용1동,14630,0.935,0.0,100.0,100.0,15647.05882352941
충청남도,쌍용2동,36668,1.884,0.0,100.0,100.0,19462.84501061571
충청남도,쌍용3동,17862,1.517,0.0,100.0,100.0,11774.555042847727
충청남도,백석동,39312,4.64,0.0,100.0,100.0,8472.41379310345
충청남도,불당1동,33911,2.3,0.0,100.0,100.0,14743.913043478262
충청남도,불당2동,37972,2.32,0.0,100.0,100.0,16367.241379310346
충청남도,부성1동,53713,12.138,0.0,100.0,100.0,4425.1936068545065
충청남도,부성2동,61678,6.3,0.0,100.0,100.0,9790.15873015873
충청남도,유구읍,6961,97.32,62.8,76.1,76.1,71.52692149609535
충청남도,이인면,3063,72.7,49.3,58.2,58.2,42.13204951856946
충청남도,탄천면,2788,75.4,68.6,72.0,72.0,36.9761273209549
충청남도,계룡면,5222,86.059,57.4,57.4,57.4,60.67930140949814
충청남도,반포면,4129,55.152,78.5,78.5,78.5,74.86582535538149
충청남도,의당면,4418,72.03,48.0,48.8,48.8,61.335554630015274
충청남도,정안면,4637,101.73,43.9,49.2,49.2,45.581441069497686
충청남도,우성면,4946,85.91,46.7,46.7,46.7,57.571877546269356
충청남도,사곡면,2773,89.752,69.1,73.4,73.4,30.896247437383014
충청남도,신풍면,3062,82.614,70.7,71.5,71.5,37.063935894642555
충청남도,중학동,4320,10.8,90.7,100.0,100.0,400.0
충청남도,웅진동,7675,10.8,99.8,100.0,100.0,710.6481481481482
충청남도,금학동,5262,10.8,39.8,99.8,99.8,487.2222222222222
충청남도,신관동,21954,11.97,41.6,100.0,100.0,1834.0852130325814
충청남도,월송동,15995,1.047,83.3,85.3,85.3,15276.981852913086
충청남도,웅천읍,6066,63.188,62.5,72.5,59.6,95.99924036209407
충청남도,주포면,1645,15.056,31.5,66.6,66.6,109.25876726886291
충청남도,오천면,4816,51.822,31.7,55.0,50.8,92.93350314538226
충청남도,천북면,3423,55.536,26.7,28.6,25.7,61.635695764909244
충청남도,청소면,2559,38.538,13.4,26.9,26.9,66.40199283823759
충청남도,청라면,3736,70.365,1.0,14.9,6.7,53.09457827044696
충청남도,남포면,5053,50.146,18.4,31.8,22.6,100.7657639692099
충청남도,주산면,2369,40.648,54.7,54.7,54.7,58.28085022633339
충청남도,미산면,1735,67.509,47.6,54.2,48.0,25.70027700010369
충청남도,성주면,2089,40.13,61.4,93.7,61.4,52.05581858958385
충청남도,주교면,5180,39.415,59.8,68.3,68.3,131.42204744386655
충청남도,대천1동,13645,5.386,40.1,99.6,99.6,2533.4199777200147
충청남도,대천2동,6529,5.9,80.1,100.0,100.0,1106.6101694915253
충청남도,대천3동,16441,9.51,65.9,95.8,95.8,1728.8117770767612
충청남도,대천4동,18586,8.485,76.4,99.5,99.5,2190.4537418974664
충청남도,대천5동,6151,25.227,79.1,97.0,97.0,243.82605938082213
충청남도,염치읍,6305,42.689,34.9,47.1,47.1,147.69612780810044
충청남도,배방읍,88416,49.581,89.0,89.0,89.0,1783.2637502269013
충청남도,송악면,4134,61.2,39.0,47.6,47.6,67.54901960784314
충청남도,탕정면,46038,24.3,71.6,93.0,93.0,1894.567901234568
충청남도,음봉면,22091,59.07,90.3,90.3,89.2,373.98002370069406
충청남도,둔포면,28645,41.2,60.3,62.6,62.6,695.2669902912621
충청남도,영인면,6235,56.28,11.2,27.0,27.0,110.78535891968727
충청남도,인주면,6500,44.968,68.5,86.6,86.6,144.54723358832948
충청남도,선장면,3248,37.67,42.7,44.8,44.8,86.22245818954075
충청남도,도고면,4442,43.84,55.8,56.0,50.6,101.32299270072991
충청남도,신창면,23824,39.69,86.4,98.7,98.7,600.251952632905
충청남도,온양1동,9090,1.43,99.3,99.9,99.9,6356.643356643357
충청남도,온양2동,11211,0.77,63.3,63.3,63.3,14559.74025974026
충청남도,온양3동,39803,6.29,0.0,99.8,99.8,6327.980922098569
충청남도,온양4동,18292,10.06,0.0,95.9,95.9,1818.290258449304
충청남도,온양5동,21301,13.0,98.7,98.7,98.7,1638.5384615384614
충청남도,온양6동,27229,10.76,0.0,99.5,99.5,2530.5762081784387
충청남도,대산읍,13274,105.058,7.1,40.1,40.1,126.34925469740523
충청남도,인지면,7329,36.829,49.1,59.6,59.6,199.00078742295474
충청남도,부석면,5296,123.822,14.9,23.0,23.0,42.77107460709728
충청남도,팔봉면,3337,51.447,14.7,17.3,17.3,64.86286858320213
충청남도,지곡면,6745,57.661,62.0,90.7,90.7,116.97681275038588
충청남도,성연면,17313,44.111,47.7,87.7,87.7,392.4871347282991
충청남도,음암면,9630,43.73,26.9,42.5,42.5,220.21495540818663
충청남도,운산면,5011,82.886,11.5,28.5,28.5,60.45653065656444
충청남도,해미면,7769,67.317,58.7,77.8,77.8,115.40918341577908
충청남도,고북면,6202,72.133,5.7,52.6,52.6,85.98006460288634
충청남도,부춘동,19355,9.517,77.4,100.0,99.1,2033.7291163181676
충청남도,동문1동,18767,7.717,77.4,100.0,97.5,2431.9035894777767
충청남도,동문2동,8805,1.917,77.4,100.0,97.2,4593.114241001565
충청남도,수석동,16539,9.117,76.7,99.1,97.5,1814.083580125041
충청남도,석남동,35760,29.017,83.8,98.1,97.9,1232.381018023917
충청남도,강경읍,7761,7.069,75.2,93.9,93.9,1097.892205403876
충청남도,연무읍,13508,59.508,83.5,90.3,90.3,226.99468978960812
충청남도,성동면,4314,35.619,54.4,54.4,54.4,121.11513518066201
충청남도,광석면,4194,34.479,42.3,42.3,27.1,121.63925867919603
충청남도,노성면,2923,35.817,8.5,8.5,0.0,81.60929167713655
충청남도,상월면,3528,44.826,0.0,0.0,0.0,78.7043233837505
충청남도,부적면,3577,30.799,51.3,51.3,51.3,116.14013441994871
충청남도,연산면,6093,55.058,50.5,50.5,50.5,110.66511678593483
충청남도,벌곡면,2409,69.747,31.1,55.8,55.8,34.53911996214891
충청남도,양촌면,6444,77.252,86.2,86.2,86.2,83.41531610832082
충청남도,가야곡면,3353,45.347,57.0,57.0,57.0,73.94094427415264
충청남도,은진면,4268,22.585,14.4,56.3,56.3,188.97498339605932
충청남도,채운면,2142,20.037,67.0,67.0,67.0,106.90223087288517
충청남도,취암동,35658,12.656,74.6,96.4,96.4,2817.4778761061943
충청남도,부창동,15654,5.456,75.0,94.4,94.4,2869.1348973607037
충청남도,두마면,14051,11.99,97.9,98.4,98.4,1171.8932443703086
충청남도,엄사면,16949,18.446,85.3,93.4,93.4,918.8441938631681
충청남도,신도안면,7756,27.432,87.6,100.0,100.0,282.73549139690874
충청남도,금암동,8139,2.826,86.7,100.0,100.0,2880.0424628450105
충청남도,합덕읍,11511,51.305,62.8,80.0,80.0,224.36409706656272
충청남도,송악읍,27706,80.829,66.1,87.1,87.1,342.77301463583615
충청남도,고대면,5093,63.348,23.9,23.9,23.9,80.39717118141063
충청남도,석문면,7592,103.36,34.9,34.9,34.9,73.45201238390094
충청남도,대호지면,2334,65.924,22.6,22.6,22.6,35.404405072507735
충청남도,정미면,4140,49.576,33.2,33.2,33.2,83.50814910440536
충청남도,면천면,3538,39.245,14.4,14.4,14.4,90.15161167027648
충청남도,순성면,4928,44.464,14.1,14.1,13.0,110.83123425692696
충청남도,우강면,6868,38.856,0.0,72.6,72.6,176.7551986823142
충청남도,신평면,16418,53.778,80.0,85.3,83.8,305.29212689203763
충청남도,송산면,11237,63.692,27.3,27.3,27.3,176.42718080763674
충청남도,당진1동,29784,6.023,0.0,100.0,100.0,4945.043998007638
충청남도,당진2동,24830,29.625,0.0,79.9,79.9,838.1434599156119
충청남도,당진3동,21645,15.599,83.8,90.7,88.7,1387.5889480094877
충청남도,금산읍,22870,23.09,47.8,99.7,99.7,990.4720658293634
충청남도,금성면,3430,33.9,61.1,63.8,63.8,101.17994100294986
충청남도,제원면,2763,64.55,75.5,75.5,75.5,42.804027885360185
충청남도,부리면,2499,66.58,78.6,78.6,78.6,37.53379393211175
충청남도,군북면,2654,57.776,62.8,63.3,63.3,45.93602880088618
충청남도,남일면,2943,47.289,57.6,57.6,57.6,62.23434625388568
충청남도,남이면,2097,98.2,31.8,43.2,43.2,21.35437881873727
충청남도,진산면,3268,80.58,40.9,40.9,40.9,40.555969223132294
충청남도,복수면,3162,56.235,20.6,41.7,41.7,56.228327554014406
충청남도,추부면,7308,49.013,73.4,98.8,98.8,149.103299124722
충청남도,부여읍,19004,59.153,59.1,88.5,88.5,321.2685747130323
충청남도,규암면,11815,45.93,66.2,80.5,76.4,257.239277160897
충청남도,은산면,3689,69.008,25.8,40.2,25.9,53.45757013679574
충청남도,외산면,2239,56.059,53.0,58.1,42.9,39.94006314775505
충청남도,내산면,1509,40.518,51.1,53.0,22.9,37.24270694506146
충청남도,구룡면,2273,21.8,82.3,95.6,95.6,104.26605504587155
충청남도,홍산면,2806,23.9,37.5,47.7,47.7,117.40585774058579
충청남도,옥산면,1407,25.314,16.7,21.3,0.0,55.58189144347001
충청남도,남면,1761,20.972,40.7,46.1,46.1,83.96910165935533
충청남도,충화면,1098,37.347,62.9,68.1,55.5,29.3999518033577
충청남도,양화면,1657,32.745,24.8,35.7,24.7,50.60314551839976
충청남도,임천면,2801,43.127,32.9,35.0,35.0,64.94771256985183
충청남도,장암면,2682,47.682,45.0,48.7,48.7,56.247640619101546
충청남도,세도면,3046,43.237,44.1,61.0,61.0,70.44892106297847
충청남도,석성면,2928,30.533,60.5,76.0,70.8,95.89624340877083
충청남도,초촌면,2078,27.329,41.7,48.2,48.2,76.03644480222474
충청남도,장항읍,11077,18.814,95.2,96.6,96.6,588.7636866163496
충청남도,서천읍,13102,28.8,80.1,98.0,98.0,454.93055555555554
충청남도,마서면,4732,40.294,4.4,12.7,12.7,117.4368392316474
충청남도,화양면,2259,34.99,20.0,37.5,37.5,64.56130322949414
충청남도,기산면,1670,20.98,29.8,35.3,35.3,79.59961868446139
충청남도,한산면,2522,24.091,57.9,66.5,66.5,104.6863974098211
충청남도,마산면,1549,26.48,0.0,0.0,0.0,58.496978851963746
충청남도,시초면,1347,18.39,0.0,0.0,0.0,73.2463295269168
충청남도,문산면,1343,28.19,0.0,0.0,0.0,47.64100744945016
충청남도,판교면,2110,40.19,26.1,39.0,39.0,52.5006220452849
충청남도,종천면,2149,26.06,0.0,0.0,0.0,82.46354566385266
충청남도,비인면,2977,32.935,39.2,53.0,53.0,90.390162441172
충청남도,서면,4249,25.91,27.7,45.3,45.3,163.99073716711695
충청남도,청양읍,10213,36.197,91.2,96.8,96.8,282.1504544575517
충청남도,운곡면,2161,47.021,12.8,28.3,28.3,45.95818889432381
충청남도,대치면,2250,74.425,26.2,26.2,16.2,30.231776956667787
충청남도,정산면,3685,62.14,57.7,58.9,57.5,59.30157708400386
충청남도,목면,1494,34.599,35.8,35.8,35.8,43.18043874100408
충청남도,청남면,1885,34.959,25.0,34.4,15.3,53.92030664492691
충청남도,장평면,2321,50.505,33.7,36.8,28.4,45.95584595584595
충청남도,남양면,2698,58.984,13.9,13.9,13.9,45.741217957412175
충청남도,화성면,2168,42.405,25.0,25.6,25.6,51.12604645678576
충청남도,비봉면,2165,38.016,48.7,59.0,33.2,56.94970538720539
충청남도,홍성읍,36664,29.69,95.8,97.7,97.7,1234.8939036712698
충청남도,광천읍,8728,35.237,58.1,70.8,70.8,247.69418508953655
충청남도,홍북읍,31882,44.833,56.9,91.8,91.8,711.1279637766823
충청남도,금마면,3342,34.235,1.8,5.9,5.9,97.6193953556302
충청남도,홍동면,3398,38.084,9.7,18.5,18.5,89.22382102720302
충청남도,장곡면,2769,54.934,9.6,17.3,17.3,50.40594167546511
충청남도,은하면,2153,31.391,0.8,3.5,3.5,68.58653754260776
충청남도,결성면,1992,30.273,24.1,24.1,24.1,65.80120899811713
충청남도,서부면,3070,56.865,23.2,23.2,23.2,53.9875142882265
충청남도,갈산면,3385,54.361,9.8,23.5,23.5,62.268906017181436
충청남도,구항면,3401,36.791,20.5,20.5,20.5,92.44108613519612
충청남도,예산읍,31718,45.338,87.5,99.5,99.5,699.5897481141646
충청남도,삽교읍,15134,49.098,44.1,73.7,73.2,308.2406615340747
충청남도,대술면,2472,60.563,9.5,18.9,18.9,40.817000478840214
충청남도,신양면,2947,61.929,31.4,31.5,29.5,47.58675257149316
충청남도,광시면,3015,55.027,48.6,53.2,53.2,54.791284278626854
충청남도,대흥면,1736,35.756,5.0,28.3,28.3,48.551292090837904
충청남도,응봉면,2554,26.216,0.0,3.8,0.0,97.42142203234665
충청남도,덕산면,6583,61.006,26.9,57.7,57.7,107.9074189423991
충청남도,봉산면,2515,35.166,0.0,0.0,0.0,71.51794346812262
충청남도,고덕면,4833,44.809,61.8,61.8,61.8,107.85779642482538
충청남도,신암면,3498,35.539,1.9,10.9,10.9,98.42708010917583
충청남도,오가면,4268,32.274,13.7,20.5,20.5,132.24267211997272
충청남도,태안읍,29749,91.956,45.6,81.4,81.4,323.5134194614816
충청남도,안면읍,8396,95.641,48.2,69.2,69.2,87.78661870954924
충청남도,고남면,2455,28.792,34.3,62.1,62.1,85.26674076132258
충청남도,남면,4313,60.72,7.8,27.4,27.4,71.03096179183136
충청남도,근흥면,5869,55.222,14.1,37.4,37.4,106.28010575495273
충청남도,소원면,5406,69.324,11.7,37.4,37.4,77.98165137614679
충청남도,원북면,4384,74.224,10.4,36.5,36.5,59.06445354602285
충청남도,이원면,2257,40.17,2.5,9.9,9.9,56.18620861339308
전라북도,중앙동,9690,1.295,91.1,100.0,100.0,7482.625482625483
전라북도,풍남동,3864,2.017,90.0,100.0,99.9,1915.7164105106594
전라북도,노송동,11130,2.081,100.0,100.0,100.0,5348.390197020663
전라북도,완산동,5218,1.0,82.1,100.0,100.0,5218.0
전라북도,동서학동,6134,15.64,88.0,100.0,99.8,392.19948849104856
전라북도,서서학동,8346,2.97,89.0,100.0,100.0,2810.1010101010097
전라북도,중화산1동,13903,1.22,88.0,100.0,100.0,11395.901639344262
전라북도,중화산2동,19969,1.73,88.6,100.0,100.0,11542.774566473989
전라북도,서신동,37973,2.39,87.5,100.0,100.0,15888.284518828452
전라북도,평화1동,11863,1.49,88.1,100.0,100.0,7961.744966442953
전라북도,평화2동,41564,15.26,86.0,100.0,100.0,2723.7221494102228
전라북도,삼천1동,10950,1.76,84.0,100.0,100.0,6221.590909090909
전라북도,삼천2동,11176,0.96,88.1,100.0,100.0,11641.666666666668
전라북도,삼천3동,21356,26.63,67.6,97.0,96.8,801.952684941795
전라북도,효자1동,12943,0.86,84.1,100.0,100.0,15050.0
전라북도,효자2동,9603,0.84,87.6,100.0,100.0,11432.142857142857
전라북도,효자3동,14125,2.43,85.7,100.0,100.0,5812.75720164609
전라북도,효자4동,36722,7.81,74.2,98.7,98.7,4701.920614596671
전라북도,효자5동,36492,6.27,97.9,100.0,100.0,5820.095693779905
전라북도,진북동,13484,1.66,93.5,100.0,100.0,8122.891566265061
전라북도,인후1동,18906,1.27,95.5,100.0,100.0,14886.614173228347
전라북도,인후2동,10863,1.217,100.0,100.0,100.0,8926.047658175841
전라북도,인후3동,31209,1.66,93.1,100.0,100.0,18800.602409638555
전라북도,덕진동,20665,4.3,90.1,100.0,100.0,4805.813953488372
전라북도,금암1동,7778,1.27,94.3,100.0,100.0,6124.4094488188975
전라북도,금암2동,9595,1.25,96.1,100.0,100.0,7676.0
전라북도,팔복동,7682,7.38,93.1,100.0,99.9,1040.9214092140921
전라북도,우아1동,11541,1.44,95.4,100.0,100.0,8014.583333333334
전라북도,우아2동,14276,22.57,84.2,95.4,95.3,632.5210456357997
전라북도,호성동,20466,7.6,90.1,97.6,97.6,2692.8947368421054
전라북도,송천1동,63716,4.79,89.9,100.0,100.0,13301.87891440501
전라북도,송천2동,27654,12.14,98.9,100.0,100.0,2277.9242174629326
전라북도,조촌동,12397,24.26,91.4,91.4,91.2,511.00577081615825
전라북도,여의동,29781,15.25,98.5,100.0,99.9,1952.8524590163934
전라북도,혁신동,29773,3.3,99.9,100.0,100.0,9022.121212121212
전라북도,옥구읍,2988,40.075,44.8,51.5,34.7,74.5601996257018
전라북도,옥산면,4576,16.73,72.4,74.3,67.7,273.52062163777646
전라북도,회현면,3271,38.345,52.3,52.9,38.3,85.30447255183205
전라북도,임피면,2732,21.97,60.8,65.5,53.6,124.3513882567137
전라북도,서수면,2500,24.31,22.2,27.3,5.9,102.83833813245579
전라북도,대야면,4672,37.83,39.1,47.9,38.7,123.49986782976474
전라북도,개정면,2875,16.8,40.0,58.5,42.6,171.13095238095238
전라북도,성산면,2702,27.41,22.0,22.0,4.6,98.57716161984678
전라북도,나포면,2086,31.006,29.6,30.8,25.3,67.27730116751596
전라북도,옥도면,3798,23.56,22.8,22.8,17.9,161.20543293718168
전라북도,옥서면,2836,20.88,57.6,65.2,53.6,135.82375478927204
전라북도,해신동,2229,3.03,100.0,100.0,82.7,735.6435643564357
전라북도,월명동,4921,1.14,100.0,100.0,61.0,4316.666666666667
전라북도,신풍동,6426,1.2,100.0,100.0,92.0,5355.0
전라북도,삼학동,5295,0.56,11.6,100.0,89.2,9455.357142857141
전라북도,중앙동,4199,0.66,55.1,100.0,76.3,6362.121212121212
전라북도,흥남동,11890,0.99,56.5,100.0,90.3,12010.10101010101
전라북도,조촌동,27117,3.11,86.8,98.0,90.4,8719.292604501608
전라북도,경암동,7475,1.22,100.0,100.0,93.8,6127.049180327869
전라북도,구암동,9033,5.713,66.9,95.3,89.5,1581.1307544197443
전라북도,개정동,2587,5.11,67.3,97.9,78.4,506.26223091976516
전라북도,수송동,53737,5.41,83.0,99.7,98.4,9932.90203327172
전라북도,나운1동,13719,1.19,94.8,94.8,90.7,11528.57142857143
전라북도,나운2동,22048,0.82,53.6,100.0,96.7,26887.80487804878
전라북도,나운3동,31793,6.04,52.3,99.3,96.8,5263.741721854304
전라북도,소룡동,19682,33.24,83.0,100.0,94.5,592.1179302045728
전라북도,미성동,11236,29.67,26.9,91.3,81.5,378.6990225817324
전라북도,함열읍,6572,18.937,83.8,90.8,90.0,347.0454665469715
전라북도,오산면,7321,29.437,64.6,64.6,64.0,248.70061487243944
전라북도,황등면,6768,27.745,83.9,86.1,85.4,243.93584429626958
전라북도,함라면,2182,22.807,64.7,64.7,61.3,95.67238128644715
전라북도,웅포면,1473,32.817,59.1,59.1,58.2,44.8852728768626
전라북도,성당면,1796,19.387,56.6,60.6,59.6,92.63939753443029
전라북도,용안면,2617,25.797,88.9,90.6,89.7,101.44590456254603
전라북도,낭산면,2989,34.847,59.0,64.3,63.6,85.77495910695325
전라북도,망성면,3050,31.789,81.3,86.0,85.1,95.94513825537135
전라북도,여산면,3211,36.315,72.8,73.5,72.8,88.42076277020516
전라북도,금마면,5223,28.367,80.5,84.4,83.3,184.12239574153065
전라북도,왕궁면,5007,45.75,85.6,95.0,94.8,109.44262295081967
전라북도,춘포면,4526,29.604,91.8,98.3,98.0,152.88474530468855
전라북도,삼기면,2627,23.298,60.5,60.6,56.6,112.75645978195554
전라북도,용동면,1531,16.65,51.0,60.4,57.3,91.95195195195195
전라북도,중앙동,3139,58.862,86.0,86.0,65.7,53.32812340729163
전라북도,평화동,4459,1.776,100.0,100.0,62.8,2510.698198198198
전라북도,인화동,6464,0.589,100.0,100.0,63.9,10974.533106960951
전라북도,동산동,21635,3.929,99.9,100.0,64.0,5506.490201068975
전라북도,마동,9531,0.435,100.0,100.0,65.4,21910.344827586207
전라북도,남중동,10781,0.514,99.9,100.0,63.4,20974.708171206225
전라북도,모현동,38441,1.028,99.9,100.0,65.6,37393.96887159533
전라북도,송학동,9025,0.434,100.0,100.0,64.7,20794.930875576036
전라북도,영등1동,22115,0.589,99.9,100.0,63.3,37546.689303904925
전라북도,영등2동,13554,0.294,99.9,100.0,63.7,46102.04081632653
전라북도,어양동,24001,0.625,99.9,100.0,63.3,38401.6
전라북도,신동,17082,3.642,99.9,100.0,67.9,4690.280065897859
전라북도,팔봉동,6979,6.543,99.9,100.0,66.5,1066.6360996484793
전라북도,삼성동,31944,3.785,100.0,100.0,66.7,8439.630118890356
전라북도,신태인읍,5197,29.368,77.9,99.1,99.1,176.96131844184146
전라북도,북면,4245,36.82,42.8,93.9,93.9,115.29060293318848
전라북도,입암면,2670,34.758,58.7,58.7,58.7,76.81684791990332
전라북도,소성면,2081,28.063,62.4,62.4,62.4,74.15458076470799
전라북도,고부면,2793,39.161,56.9,56.9,56.9,71.32095707464059
전라북도,영원면,1693,24.01,0.0,49.7,49.7,70.51228654727197
전라북도,덕천면,1754,21.15,32.4,57.0,57.0,82.93144208037826
전라북도,이평면,1959,24.821,0.0,43.7,43.7,78.92510374279843
전라북도,정우면,2391,29.51,41.4,80.1,80.1,81.02338190443916
전라북도,태인면,3409,32.74,67.7,88.1,88.1,104.1233964569334
전라북도,감곡면,2784,41.62,37.9,37.9,37.9,66.89091782796733
전라북도,옹동면,1640,39.12,55.9,56.3,56.3,41.92229038854806
전라북도,칠보면,2200,48.82,77.8,77.8,77.8,45.06349856616141
전라북도,산내면,1207,64.436,26.1,84.3,84.3,18.731764851946114
전라북도,산외면,1991,61.6,76.8,76.8,76.8,32.32142857142857
전라북도,수성동,17039,14.393,95.7,98.1,98.1,1183.8393663586464
전라북도,장명동,2759,7.66,97.5,97.5,97.5,360.18276762402087
전라북도,내장상동,21126,45.67,95.9,96.6,96.6,462.5793737683381
전라북도,시기동,3173,0.2,99.3,99.3,99.3,15865.0
전라북도,초산동,10537,2.61,0.0,92.9,92.9,4037.1647509578547
전라북도,연지동,5869,1.19,99.0,99.0,99.0,4931.9327731092435
전라북도,농소동,3875,18.676,98.9,98.9,98.9,207.48554294281433
전라북도,상교동,4294,46.9,92.7,92.7,92.7,91.55650319829425
전라북도,운봉읍,3797,69.499,63.0,88.5,80.1,54.63387962416726
전라북도,주천면,2535,54.629,91.3,91.3,72.7,46.40392465540281
전라북도,수지면,1071,31.539,65.7,74.1,74.1,33.957956815371446
전라북도,송동면,1910,33.17,55.8,55.8,55.1,57.582152547482664
전라북도,주생면,1781,26.22,66.7,82.4,64.5,67.9252479023646
전라북도,금지면,2172,33.46,73.6,88.2,88.1,64.91332934847578
전라북도,대강면,1506,43.95,37.6,37.6,37.6,34.26621160409556
전라북도,대산면,1602,36.1,68.4,68.4,53.9,44.37673130193906
전라북도,사매면,1492,32.24,35.3,62.3,62.2,46.277915632754336
전라북도,덕과면,935,23.73,26.5,42.2,37.9,39.401601348504
전라북도,보절면,1379,41.93,40.0,41.6,31.0,32.8881469115192
전라북도,산동면,1685,53.846,39.2,39.2,39.1,31.29294655127586
전라북도,이백면,2190,43.37,92.3,92.3,54.2,50.49573437860273
전라북도,아영면,1879,35.44,81.1,81.1,72.6,53.01918735891648
전라북도,산내면,2057,103.43,59.5,59.5,33.7,19.88784685294402
전라북도,인월면,2764,37.46,52.4,77.8,73.2,73.78537106246662
전라북도,동충동,3144,0.56,48.9,100.0,100.0,5614.285714285714
전라북도,죽항동,3101,0.69,67.1,100.0,100.0,4494.202898550725
전라북도,노암동,6077,9.11,0.0,100.0,100.0,667.0691547749726
전라북도,금동,6289,1.99,61.5,100.0,100.0,3160.3015075376884
전라북도,왕정동,5022,6.19,19.4,100.0,100.0,811.308562197092
전라북도,향교동,6807,18.5,44.3,100.0,100.0,367.94594594594594
전라북도,도통동,16766,15.04,43.5,100.0,100.0,1114.7606382978724
전라북도,만경읍,2869,23.9,43.8,73.8,72.8,120.0418410041841
전라북도,죽산면,2388,36.8,29.6,40.3,38.5,64.8913043478261
전라북도,백산면,3436,29.65,36.7,36.7,26.4,115.88532883642496
전라북도,용지면,3600,35.28,18.4,29.1,6.4,102.0408163265306
전라북도,백구면,3926,24.911,31.3,31.3,23.7,157.60105977279113
전라북도,부량면,1297,20.13,13.9,13.9,7.1,64.43119721808247
전라북도,공덕면,2550,27.96,30.7,34.7,18.6,91.20171673819742
전라북도,청하면,1716,20.02,20.5,20.5,17.6,85.71428571428572
전라북도,성덕면,1730,22.35,19.8,19.8,16.4,77.40492170022371
전라북도,진봉면,2479,47.183,22.1,27.5,19.2,52.54010978530403
전라북도,금구면,4973,42.5,45.0,56.3,49.9,117.01176470588236
전라북도,봉남면,2220,23.94,19.3,19.3,0.0,92.73182957393483
전라북도,황산면,1977,16.34,53.2,53.2,14.8,120.99143206854345
전라북도,금산면,4607,66.8,58.5,69.6,59.5,68.96706586826348
전라북도,광활면,1317,32.12,4.2,11.9,8.4,41.00249066002491
전라북도,요촌동,11092,32.3,66.0,99.7,99.7,343.405572755418
