시도,행정구역명,총인구(명),총면적,하수도설치율,공공하수처리구역 인구보급률,고도처리인구 보급률,인구밀도,인구밀도_정규화,하수도_인프라_지수,인프라_등급
울산광역시,남구,311574,74.02,99.8,99.8,99.8,4209.32180491759,9.13044570345117,81.66608914069023,높음
울산광역시,동구,159664,36.075,84.6,99.9,99.9,4425.890505890506,9.600205169926285,77.25004103398526,보통
울산광역시,북구,219075,157.352,87.5,99.3,99.3,1392.2606639890182,3.019954516842049,76.50399090336842,보통
울산광역시,울주군,226575,758.377,82.8,97.3,97.3,298.763016283458,0.648047268609537,73.61960945372192,보통
세종특별자치시,조치원읍,42931,13.688,100.0,100.0,99.6,3136.396843950906,6.803162698255616,81.28063253965112,높음
세종특별자치시,연기면,2553,12.082,60.3,88.1,87.7,211.30607515312036,0.45834429758755635,62.151668859517514,보통
세종특별자치시,연동면,3030,21.384,29.1,39.6,39.3,141.69472502805837,0.3073502225044205,28.53147004450088,매우 낮음
세종특별자치시,부강면,5921,27.812,77.9,80.5,80.5,212.89371494319,0.46178804923489636,63.712357609846975,보통
세종특별자치시,금남면,8683,72.546,68.3,85.7,85.6,119.6895762688501,0.2596188241334066,63.37192376482669,보통
세종특별자치시,장군면,7110,53.262,52.6,89.5,89.5,133.4910442717134,0.2895556073180149,60.587911121463605,보통
세종특별자치시,연서면,7151,54.562,96.9,96.9,95.8,131.0619112202632,0.2842865714826426,77.35685731429652,보통
세종특별자치시,전의면,5800,62.463,59.8,69.1,67.7,92.85497014232423,0.20141184315953464,52.2502823686319,낮음
세종특별자치시,전동면,3406,57.733,54.8,65.9,65.3,58.99572168430534,0.1279677008645844,49.295593540172916,낮음
세종특별자치시,소정면,2437,16.527,100.0,100.0,100.0,147.45567858655534,0.31984631477384734,80.06396926295477,높음
세종특별자치시,한솔동,18382,2.86,100.0,100.0,100.0,6427.272727272728,13.941406092800516,82.7882812185601,높음
세종특별자치시,새롬동,26702,1.492,100.0,100.0,100.0,17896.782841823057,38.81993622174988,87.76398724434998,높음
세종특별자치시,나성동,13324,32.173,0.0,100.0,100.0,414.1360768346128,0.8983031325761853,50.179660626515236,낮음
세종특별자치시,도담동,25474,2.029,100.0,100.0,100.0,12554.953178905866,27.232966169384124,85.44659323387683,높음
세종특별자치시,어진동,11269,2.655,0.0,100.0,100.0,4244.444444444444,9.206630269047267,51.84132605380945,낮음
세종특별자치시,해밀동,9546,8.412,100.0,100.0,100.0,1134.8074179743223,2.4615123276114117,80.49230246552229,높음
세종특별자치시,아름동,23662,2.244,100.0,100.0,100.0,10544.563279857395,22.8722266805229,84.57444533610457,높음
세종특별자치시,종촌동,28545,1.142,100.0,100.0,100.0,24995.621716287216,54.21803736600591,90.84360747320119,높음
세종특별자치시,고운동,36363,5.362,100.0,100.0,100.0,6781.6113390525925,14.710002461867067,82.94200049237341,높음
세종특별자치시,소담동,22069,1.165,100.0,100.0,100.0,18943.34763948498,41.09004136054732,88.21800827210946,높음
세종특별자치시,반곡동,28783,8.831,100.0,100.0,100.0,3259.3137809987547,7.06978199508362,81.41395639901673,높음
세종특별자치시,보람동,19094,1.334,100.0,100.0,100.0,14313.343328335832,31.04709265553146,86.2094185311063,높음
세종특별자치시,대평동,11322,1.502,100.0,100.0,100.0,7537.949400798935,16.350576389515176,83.27011527790303,높음
세종특별자치시,다정동,28754,1.702,100.0,100.0,100.0,16894.242068155112,36.64532365381144,87.32906473076228,높음
경기도,파장동,25225,8.764,87.1,99.7,99.7,2878.251939753537,6.2432202323117885,77.22864404646236,보통
경기도,율천동,42518,3.022,100.0,100.0,100.0,14069.490403706155,30.518150942080638,86.10363018841613,높음
경기도,정자1동,27789,3.177,83.6,100.0,100.0,8746.931067044381,18.972980180839958,78.87459603616799,보통
경기도,정자2동,38198,1.25,87.9,100.0,100.0,30558.4,66.28426737494466,89.62685347498893,높음
경기도,정자3동,39850,1.96,100.0,100.0,100.0,20331.632653061224,44.10137228862328,88.82027445772465,높음
경기도,영화동,20217,3.169,100.0,100.0,100.0,6379.615020511203,13.838031695663963,82.7676063391328,높음
경기도,송죽동,18765,2.329,80.2,100.0,100.0,8057.106054100472,17.476679798624307,77.55533595972486,보통
경기도,조원1동,28924,2.126,82.7,99.9,99.9,13604.891815616182,29.51038950709132,80.66207790141827,높음
경기도,조원2동,17756,2.087,75.5,100.0,100.0,8507.90608528989,18.454510764905027,76.34090215298102,보통
경기도,연무동,18403,11.5,97.6,97.6,97.6,1600.2608695652175,3.4711280481936986,78.77422560963873,보통
경기도,세류1동,10809,1.0,100.0,100.0,100.0,10809.0,23.44581673306773,84.68916334661354,높음
경기도,세류2동,25141,3.6,100.0,100.0,100.0,6983.611111111111,15.148160444641189,83.02963208892824,높음
경기도,세류3동,19041,1.3,100.0,100.0,100.0,14646.923076923076,31.770660945959747,86.35413218919194,높음
경기도,평동,41820,7.185,100.0,100.0,100.0,5820.459290187891,12.625166233696621,82.52503324673933,높음
경기도,서둔동,38639,5.4,99.8,99.8,99.8,7155.3703703703695,15.520723689603722,82.94414473792075,높음
경기도,구운동,23713,1.9,98.7,98.7,98.7,12480.526315789475,27.071526758463225,84.37430535169266,높음
경기도,금곡동,44359,4.1,99.6,99.6,99.6,10819.268292682927,23.468089700817327,84.37361794016346,높음
경기도,호매실동,44953,4.7,100.0,100.0,100.0,9564.468085106382,20.746300848614993,84.149260169723,높음
경기도,권선1동,24773,1.0,100.0,100.0,100.0,24773.0,53.73514829570606,90.74702965914122,높음
경기도,권선2동,46807,1.8,100.0,100.0,100.0,26003.888888888887,56.405071073729765,91.28101421474595,높음
경기도,곡선동,35723,4.4,99.0,99.0,99.0,8118.863636363636,17.610638255060564,82.72212765101212,높음
경기도,입북동,19796,6.9,98.1,98.1,98.1,2868.9855072463765,6.223120400844287,79.72462408016885,보통
경기도,매교동,22297,0.8,100.0,100.0,100.0,27871.25,60.45556662239929,92.09111332447986,높음
경기도,매산동,12224,0.7,100.0,100.0,100.0,17462.857142857145,37.87870739265162,87.57574147853032,높음
경기도,고등동,22554,1.0,100.0,100.0,100.0,22554.0,48.92191235059761,89.78438247011952,높음
경기도,화서1동,22771,0.8,100.0,100.0,100.0,28463.75,61.7407591854803,92.34815183709605,높음
경기도,화서2동,24539,2.1,100.0,100.0,100.0,11685.238095238095,25.34646598790025,85.06929319758005,높음
