재난,발생시간,지점정보
호우주의보,2021-03-27 19:30,진주(192)
호우주의보,2021-03-27 21:00,동해(106)
호우주의보,2021-03-27 22:00,서산(129)
호우주의보,2021-04-02 23:00,제주(184)
호우경보,2021-04-03 05:40,제주(184)
호우경보,2021-04-03 16:00,목포(165)
호우주의보,2021-04-12 06:00,철원(95)
호우주의보,2021-04-12 11:00,여수(168)
호우주의보,2021-04-12 16:00,제주(184)
호우주의보,2021-04-12 20:00,제주(184)
호우주의보,2021-04-12 23:00,서산(129)
호우주의보,2021-05-04 11:00,제주(184)
호우경보,2021-05-04 13:00,울릉도(115)
호우주의보,2021-05-04 15:00,제주(184)
호우경보,2021-05-04 16:00,동해(106)
호우주의보,2021-05-04 17:50,완도(170)
호우주의보,2021-05-04 21:00,완도(170)
호우주의보,2021-05-04 23:00,흑산도(169)
호우주의보,2021-05-04 23:40,부산(159)
호우주의보,2021-05-05 01:30,부산(159)
호우주의보,2021-05-11 06:25,군산(140)
호우주의보,2021-05-11 07:50,군산(140)
호우주의보,2021-05-15 07:50,여수(168)
호우주의보,2021-05-15 08:00,통영(162)
호우주의보,2021-05-15 10:00,여수(168)
호우주의보,2021-05-15 11:00,통영(162)
호우주의보,2021-05-15 22:00,흑산도(169)
호우주의보,2021-05-16 01:00,군산(140)
호우주의보,2021-05-16 05:00,철원(95)
호우주의보,2021-05-16 10:00,동두천(98)
호우주의보,2021-05-16 10:30,완도(170)
호우주의보,2021-05-16 11:00,춘천(101)
호우주의보,2021-05-16 14:00,철원(95)
호우주의보,2021-05-16 16:00,완도(170)
호우주의보,2021-05-16 17:00,제주(184)
호우주의보,2021-05-16 17:30,부산(159)
호우주의보,2021-05-16 22:00,부산(159)
호우주의보,2021-05-20 06:30,제주(184)
호우주의보,2021-05-20 10:00,제주(184)
호우주의보,2021-05-28 11:20,대전(133)
호우주의보,2021-05-28 13:00,동해(106)
호우주의보,2021-06-10 11:00,흑산도(169)
호우주의보,2021-06-10 15:00,흑산도(169)
호우주의보,2021-06-10 18:00,목포(165)
호우주의보,2021-06-10 22:00,인천(112)
호우주의보,2021-06-10 23:00,고창(172)
호우주의보,2021-06-11 00:00,광주(156)
호우주의보,2021-06-11 01:00,여수(168)
호우주의보,2021-06-11 02:00,흑산도(169)
호우주의보,2021-06-11 03:00,부산(159)
호우주의보,2021-06-11 04:00,인천(112)
호우주의보,2021-06-11 05:00,통영(162)
호우주의보,2021-06-11 09:00,통영(162)
호우주의보,2021-06-11 10:00,제주(184)
호우주의보,2021-06-11 11:00,동해(106)
호우주의보,2021-06-11 12:30,제주(184)
호우주의보,2021-06-15 10:00,제주(184)
호우주의보,2021-06-15 16:40,제주(184)
호우주의보,2021-06-15 18:00,제주(184)
호우주의보,2021-06-22 19:10,제천(221)
호우주의보,2021-06-22 20:00,충주(127)
호우주의보,2021-06-22 20:20,원주(114)
호우주의보,2021-06-22 21:00,원주(114)
호우주의보,2021-06-22 23:00,원주(114)
호우주의보,2021-06-24 19:45,영월(121)
호우주의보,2021-06-24 21:10,영월(121)
호우주의보,2021-06-25 15:15,부산(159)
호우주의보,2021-06-25 17:40,부산(159)
호우주의보,2021-06-25 21:00,대전(133)
호우주의보,2021-06-25 21:10,보은(226)
호우주의보,2021-06-25 22:20,대전(133)
호우주의보,2021-06-25 22:40,보은(226)
호우주의보,2021-06-27 02:00,춘천(101)
호우주의보,2021-06-27 19:10,서울(108)
호우주의보,2021-06-27 19:45,서울(108)
호우주의보,2021-06-27 20:00,서울(108)
호우주의보,2021-06-27 21:00,서울(108)
호우주의보,2021-06-28 09:20,인천(112)
호우주의보,2021-06-28 10:50,인천(112)
호우주의보,2021-06-28 14:00,전주(146)
호우주의보,2021-06-28 15:20,광주(156)
호우주의보,2021-06-28 15:40,전주(146)
호우주의보,2021-06-28 16:00,해남(261)
호우주의보,2021-06-28 17:30,광주(156)
호우주의보,2021-06-29 15:00,장수(248)
호우주의보,2021-06-29 16:35,서울(108)
호우주의보,2021-06-29 16:45,서울(108)
호우주의보,2021-06-29 17:30,서울(108)
호우주의보,2021-06-29 17:40,대전(133)
호우주의보,2021-06-29 18:00,서울(108)
호우주의보,2021-06-29 19:10,청주(131)
호우주의보,2021-06-29 21:30,청주(131)
호우주의보,2021-06-30 11:30,서울(108)
호우주의보,2021-06-30 11:50,파주(99)
호우주의보,2021-06-30 12:10,서울(108)
호우주의보,2021-06-30 12:25,인천(112)
호우주의보,2021-06-30 12:40,서울(108)
호우주의보,2021-06-30 13:10,파주(99)
호우주의보,2021-06-30 13:50,서울(108)
호우주의보,2021-06-30 14:10,부산(159)
호우주의보,2021-06-30 14:40,서울(108)
호우주의보,2021-06-30 15:10,철원(95)
호우주의보,2021-06-30 17:20,철원(95)
호우주의보,2021-06-30 17:40,원주(114)
호우주의보,2021-06-30 18:50,원주(114)
호우주의보,2021-06-30 19:40,홍천(212)
호우주의보,2021-07-03 05:00,제주(184)
호우주의보,2021-07-03 04:00,흑산도(169)
호우주의보,2021-07-03 07:15,제주(184)
호우주의보,2021-07-03 07:40,완도(170)
호우주의보,2021-07-03 09:00,제주(184)
호우주의보,2021-07-03 11:00,통영(162)
호우주의보,2021-07-03 11:00,장흥(260)
호우주의보,2021-07-03 12:00,창원(155)
호우주의보,2021-07-03 14:00,인천(112)
호우주의보,2021-07-03 14:00,인천(112)
호우주의보,2021-07-03 17:00,파주(99)
호우주의보,2021-07-03 18:00,속초(90)
호우주의보,2021-07-03 18:00,청주(131)
호우주의보,2021-07-03 20:00,산청(289)
호우주의보,2021-07-03 23:00,여수(168)
호우주의보,2021-07-04 00:00,동해(106)
호우주의보,2021-07-04 01:00,인천(112)
호우경보,2021-07-04 01:10,부산(159)
호우주의보,2021-07-04 02:00,서울(108)
호우주의보,2021-07-04 03:00,철원(95)
호우주의보,2021-07-04 04:00,동해(106)
호우주의보,2021-07-04 04:30,울릉도(115)
호우주의보,2021-07-04 05:00,속초(90)
호우주의보,2021-07-04 05:40,제주(184)
호우주의보,2021-07-04 06:00,인천(112)
호우경보,2021-07-04 06:10,통영(162)
호우주의보,2021-07-04 09:00,인천(112)
호우주의보,2021-07-04 10:20,제주(184)
호우주의보,2021-07-04 16:30,완도(170)
호우주의보,2021-07-04 20:30,완도(170)
호우주의보,2021-07-05 03:30,제주(184)
호우주의보,2021-07-05 04:30,여수(168)
호우경보,2021-07-05 04:50,제주(184)
호우주의보,2021-07-05 05:20,통영(162)
호우경보,2021-07-05 06:50,제주(184)
호우주의보,2021-07-05 07:20,해남(261)
호우주의보,2021-07-05 07:30,흑산도(169)
호우주의보,2021-07-05 08:20,여수(168)
호우경보,2021-07-05 09:00,제주(184)
호우경보,2021-07-05 10:00,제주(184)
호우주의보,2021-07-05 15:30,통영(162)
호우주의보,2021-07-05 19:00,군산(140)
호우주의보,2021-07-05 19:30,전주(146)
호우주의보,2021-07-05 21:00,군산(140)
호우주의보,2021-07-05 22:00,진주(192)
호우주의보,2021-07-05 23:00,군산(140)
호우주의보,2021-07-05 23:30,창원(155)
호우주의보,2021-07-06 00:00,전주(146)
호우경보,2021-07-06 01:00,여수(168)
호우경보,2021-07-06 02:40,순천(174)
호우주의보,2021-07-06 04:00,목포(165)
호우경보,2021-07-06 05:50,완도(170)
호우경보,2021-07-06 07:40,창원(155)
호우경보,2021-07-06 08:00,남해(295)
호우경보,2021-07-06 09:00,동해(106)
호우주의보,2021-07-06 18:30,광주(156)
호우주의보,2021-07-06 20:50,동해(106)
호우주의보,2021-07-07 03:20,청주(131)
호우주의보,2021-07-07 04:00,충주(127)
호우주의보,2021-07-07 06:00,울진(130)
호우주의보,2021-07-07 06:00,충주(127)
호우주의보,2021-07-07 06:30,제주(184)
호우주의보,2021-07-07 09:00,대구(143)
호우주의보,2021-07-07 09:20,포항(138)
호우경보,2021-07-07 09:40,임실(244)
호우주의보,2021-07-07 10:20,제주(184)
호우경보,2021-07-07 10:30,거창(284)
호우주의보,2021-07-07 11:00,울진(130)
호우주의보,2021-07-07 11:30,울산(152)
호우주의보,2021-07-07 12:00,순천(174)
호우주의보,2021-07-07 12:10,거창(284)
호우주의보,2021-07-07 12:30,창원(155)
호우주의보,2021-07-07 12:50,광주(156)
호우주의보,2021-07-07 13:00,대전(133)
호우경보,2021-07-07 14:00,창원(155)
호우경보,2021-07-07 14:20,부산(159)
호우주의보,2021-07-07 16:00,포항(138)
호우주의보,2021-07-07 17:00,고창(172)
호우주의보,2021-07-07 18:00,통영(162)
호우주의보,2021-07-07 20:00,진주(192)
호우주의보,2021-07-07 22:00,울산(152)
호우주의보,2021-07-07 23:30,충주(127)
호우주의보,2021-07-08 01:00,청주(131)
호우주의보,2021-07-08 01:20,제천(221)
호우주의보,2021-07-08 02:10,전주(146)
호우주의보,2021-07-08 02:30,상주(137)
호우경보,2021-07-08 03:10,금산(238)
호우주의보,2021-07-08 03:40,포항(138)
호우주의보,2021-07-08 04:00,대전(133)
호우주의보,2021-07-08 04:10,울진(130)
호우주의보,2021-07-08 05:30,충주(127)
호우주의보,2021-07-08 06:00,상주(137)
호우주의보,2021-07-08 07:00,울진(130)
호우주의보,2021-07-08 11:00,제주(184)
호우주의보,2021-07-08 17:10,철원(95)
호우주의보,2021-07-08 18:20,춘천(101)
호우주의보,2021-07-08 20:30,제주(184)
호우주의보,2021-07-08 21:00,철원(95)
호우주의보,2021-07-08 22:10,원주(114)
호우주의보,2021-07-09 03:00,원주(114)
호우주의보,2021-07-09 18:10,합천(285)
호우주의보,2021-07-09 18:30,원주(114)
호우주의보,2021-07-09 19:00,합천(285)
호우주의보,2021-07-09 19:25,부산(159)
호우주의보,2021-07-09 19:45,원주(114)
호우주의보,2021-07-09 20:10,홍천(212)
호우주의보,2021-07-09 21:10,부산(159)
호우주의보,2021-07-09 21:30,홍천(212)
호우주의보,2021-07-09 22:20,부산(159)
호우주의보,2021-07-10 15:40,부산(159)
호우주의보,2021-07-10 16:50,정읍(245)
호우주의보,2021-07-10 18:00,부산(159)
호우주의보,2021-07-10 22:10,상주(137)
호우주의보,2021-07-10 23:10,상주(137)
호우주의보,2021-07-11 15:30,원주(114)
호우주의보,2021-07-11 16:00,충주(127)
호우경보,2021-07-11 16:10,원주(114)
호우주의보,2021-07-11 18:00,문경(273)
호우주의보,2021-07-11 18:10,대구(143)
호우주의보,2021-07-11 18:45,대구(143)
호우경보,2021-07-11 20:00,원주(114)
호우주의보,2021-07-11 20:40,충주(127)
호우주의보,2021-07-11 21:30,문경(273)
호우주의보,2021-07-11 22:00,대구(143)
호우주의보,2021-07-15 12:50,원주(114)
호우주의보,2021-07-15 14:00,부산(159)
호우주의보,2021-07-15 14:40,홍천(212)
호우주의보,2021-07-15 14:50,충주(127)
호우주의보,2021-07-15 15:30,서울(108)
호우경보,2021-07-15 15:40,충주(127)
호우주의보,2021-07-15 16:00,보은(226)
호우주의보,2021-07-15 16:40,광주(156)
호우주의보,2021-07-15 16:50,원주(114)
호우주의보,2021-07-15 17:10,서울(108)
호우주의보,2021-07-15 17:25,동두천(98)
호우주의보,2021-07-15 17:35,동두천(98)
호우주의보,2021-07-15 18:05,철원(95)
호우주의보,2021-07-15 19:10,동두천(98)
호우주의보,2021-07-15 20:00,철원(95)
호우주의보,2021-07-16 11:00,제주(184)
호우주의보,2021-07-16 11:20,제주(184)
호우주의보,2021-07-16 11:35,제주(184)
호우경보,2021-07-16 12:15,제주(184)
호우주의보,2021-07-16 15:40,양평(202)
호우주의보,2021-07-16 16:10,여수(168)
호우경보,2021-07-16 16:25,여수(168)
호우주의보,2021-07-16 16:45,충주(127)
호우주의보,2021-07-16 17:00,속초(90)
호우주의보,2021-07-16 17:20,충주(127)
호우주의보,2021-07-16 17:30,여수(168)
호우주의보,2021-07-16 17:40,장흥(260)
호우주의보,2021-07-16 18:25,동두천(98)
호우주의보,2021-07-16 18:40,서울(108)
호우주의보,2021-07-16 18:50,서울(108)
호우주의보,2021-07-16 19:20,동두천(98)
호우주의보,2021-07-16 20:00,파주(99)
호우주의보,2021-07-16 20:20,대전(133)
호우주의보,2021-07-16 21:00,인천(112)
호우주의보,2021-07-17 03:30,영천(281)
호우주의보,2021-07-17 06:50,울진(130)
호우주의보,2021-07-17 07:50,울진(130)
호우주의보,2021-07-17 13:10,제주(184)
호우주의보,2021-07-17 20:00,제주(184)
호우주의보,2021-07-18 00:00,제주(184)
호우주의보,2021-07-18 07:40,완도(170)
호우주의보,2021-07-18 12:20,제주(184)
호우주의보,2021-07-18 14:00,완도(170)
호우주의보,2021-07-18 18:30,제주(184)
호우경보,2021-07-18 18:45,제주(184)
호우주의보,2021-07-18 19:05,제주(184)
호우주의보,2021-07-18 19:30,대전(133)
호우주의보,2021-07-18 19:40,제주(184)
호우주의보,2021-07-18 20:30,제주(184)
호우주의보,2021-07-18 20:50,대전(133)
호우주의보,2021-07-18 23:20,제주(184)
호우주의보,2021-07-19 02:00,흑산도(169)
호우주의보,2021-07-19 04:00,흑산도(169)
호우주의보,2021-07-19 14:05,파주(99)
호우주의보,2021-07-19 14:15,서울(108)
호우주의보,2021-07-19 15:55,서울(108)
호우주의보,2021-07-19 16:20,부안(243)
호우주의보,2021-07-19 18:00,파주(99)
호우주의보,2021-07-19 18:50,부안(243)
호우주의보,2021-07-20 16:30,홍천(212)
호우주의보,2021-07-20 19:30,홍천(212)
호우주의보,2021-07-26 02:30,제주(184)
호우주의보,2021-07-26 10:30,제주(184)
호우주의보,2021-07-27 18:35,원주(114)
호우주의보,2021-07-27 20:15,원주(114)
호우주의보,2021-07-28 21:50,정읍(245)
호우주의보,2021-07-28 23:00,정읍(245)
호우주의보,2021-07-30 22:00,제주(184)
호우주의보,2021-07-31 03:00,제주(184)
호우주의보,2021-07-31 03:30,여수(168)
호우주의보,2021-07-31 07:00,여수(168)
호우주의보,2021-07-31 09:00,제주(184)
호우주의보,2021-07-31 12:10,제주(184)
호우주의보,2021-07-31 12:30,제주(184)
호우경보,2021-07-31 12:40,제주(184)
호우주의보,2021-07-31 18:20,제주(184)
호우주의보,2021-08-01 02:00,울산(152)
호우주의보,2021-08-01 03:00,울산(152)
호우주의보,2021-08-01 11:00,부산(159)
호우주의보,2021-08-01 11:50,태백(216)
호우주의보,2021-08-01 12:00,흑산도(169)
호우주의보,2021-08-01 12:20,군산(140)
호우주의보,2021-08-01 13:00,안동(136)
호우주의보,2021-08-01 14:30,영월(121)
호우주의보,2021-08-01 15:45,원주(114)
호우주의보,2021-08-01 16:20,고창(172)
호우주의보,2021-08-01 16:40,영월(121)
호우주의보,2021-08-01 17:00,속초(90)
호우주의보,2021-08-01 17:15,춘천(101)
호우주의보,2021-08-01 17:30,원주(114)
호우주의보,2021-08-01 17:50,전주(146)
호우주의보,2021-08-01 18:10,철원(95)
호우주의보,2021-08-01 18:40,서울(108)
호우주의보,2021-08-01 19:30,청주(131)
호우주의보,2021-08-01 20:00,군산(140)
호우주의보,2021-08-01 21:00,수원(119)
호우주의보,2021-08-01 21:10,영덕(277)
호우주의보,2021-08-01 22:00,서울(108)
호우경보,2021-08-01 22:25,영덕(277)
호우주의보,2021-08-01 23:00,철원(95)
호우경보,2021-08-02 01:00,영덕(277)
호우주의보,2021-08-02 08:40,정읍(245)
호우주의보,2021-08-02 10:00,대전(133)
호우주의보,2021-08-02 10:20,청주(131)
호우주의보,2021-08-02 11:30,정읍(245)
호우주의보,2021-08-02 13:00,청주(131)
호우주의보,2021-08-02 13:40,영월(121)
호우주의보,2021-08-02 15:00,제천(221)
호우주의보,2021-08-02 16:00,속초(90)
호우주의보,2021-08-02 17:50,제주(184)
호우주의보,2021-08-02 19:40,제주(184)
호우주의보,2021-08-02 20:10,완도(170)
호우주의보,2021-08-02 20:30,장흥(260)
호우주의보,2021-08-02 21:50,광주(156)
호우주의보,2021-08-02 22:20,고창(172)
호우주의보,2021-08-02 23:00,완도(170)
호우주의보,2021-08-02 23:20,부안(243)
호우주의보,2021-08-03 02:10,장흥(260)
호우주의보,2021-08-03 02:50,완도(170)
호우경보,2021-08-03 03:30,완도(170)
호우주의보,2021-08-03 04:10,순천(174)
호우주의보,2021-08-03 05:10,고창(172)
호우주의보,2021-08-03 08:30,광주(156)
호우주의보,2021-08-04 10:00,파주(99)
호우주의보,2021-08-06 10:00,남원(247)
호우주의보,2021-08-06 15:50,부산(159)
호우주의보,2021-08-06 16:00,원주(114)
호우주의보,2021-08-06 17:20,광주(156)
호우주의보,2021-08-06 18:20,원주(114)
호우주의보,2021-08-06 18:50,광주(156)
호우주의보,2021-08-06 19:10,부산(159)
호우주의보,2021-08-06 20:00,부산(159)
호우주의보,2021-08-07 16:30,제주(184)
호우주의보,2021-08-07 17:30,제주(184)
호우주의보,2021-08-07 19:00,합천(285)
호우주의보,2021-08-07 21:00,합천(285)
호우주의보,2021-08-07 21:25,대구(143)
호우주의보,2021-08-07 21:40,진주(192)
호우주의보,2021-08-07 22:00,합천(285)
호우주의보,2021-08-07 22:35,진주(192)
호우주의보,2021-08-07 23:20,창원(155)
호우주의보,2021-08-07 23:40,대구(143)
호우주의보,2021-08-07 23:50,울산(152)
호우주의보,2021-08-08 01:20,창원(155)
호우주의보,2021-08-08 03:00,울산(152)
호우주의보,2021-08-08 11:00,제주(184)
호우주의보,2021-08-08 12:00,속초(90)
호우주의보,2021-08-08 12:10,강릉(105)
호우주의보,2021-08-08 14:00,강릉(105)
호우주의보,2021-08-08 14:00,울진(130)
호우경보,2021-08-08 15:00,속초(90)
호우주의보,2021-08-08 17:10,제주(184)
호우주의보,2021-08-08 19:00,부산(159)
호우주의보,2021-08-08 19:30,부산(159)
호우주의보,2021-08-08 20:30,울릉도(115)
호우주의보,2021-08-09 03:10,울릉도(115)
호우주의보,2021-08-09 07:00,울진(130)
호우주의보,2021-08-09 09:30,속초(90)
호우주의보,2021-08-09 11:00,부산(159)
호우경보,2021-08-09 12:30,속초(90)
호우주의보,2021-08-09 20:20,순천(174)
호우주의보,2021-08-09 21:00,여수(168)
호우주의보,2021-08-09 21:40,순천(174)
호우주의보,2021-08-09 22:10,여수(168)
호우주의보,2021-08-10 11:15,의성(278)
호우주의보,2021-08-10 11:50,제주(184)
호우주의보,2021-08-10 12:40,의성(278)
호우주의보,2021-08-10 15:20,대구(143)
호우주의보,2021-08-10 15:35,부산(159)
호우주의보,2021-08-10 17:00,군산(140)
호우주의보,2021-08-10 17:30,장수(248)
호우주의보,2021-08-10 18:00,동해(106)
호우주의보,2021-08-10 18:40,부산(159)
호우주의보,2021-08-10 20:10,남원(247)
호우주의보,2021-08-10 20:30,임실(244)
호우주의보,2021-08-10 21:00,대구(143)
호우주의보,2021-08-11 05:20,제주(184)
호우주의보,2021-08-11 05:40,인천(112)
호우주의보,2021-08-11 06:30,인천(112)
호우경보,2021-08-11 07:30,제주(184)
호우경보,2021-08-11 07:40,인천(112)
호우주의보,2021-08-11 09:00,제주(184)
호우주의보,2021-08-11 14:00,인천(112)
호우주의보,2021-08-11 16:00,인천(112)
호우주의보,2021-08-11 20:10,정읍(245)
호우주의보,2021-08-11 21:30,정읍(245)
호우주의보,2021-08-12 08:00,제주(184)
호우주의보,2021-08-12 12:10,제주(184)
호우주의보,2021-08-12 15:30,전주(146)
호우주의보,2021-08-12 17:00,충주(127)
호우주의보,2021-08-14 01:00,동해(106)
호우주의보,2021-08-14 00:00,강릉(105)
호우주의보,2021-08-14 02:00,부산(159)
호우주의보,2021-08-14 05:00,제주(184)
호우주의보,2021-08-14 05:15,영덕(277)
호우주의보,2021-08-14 05:40,제주(184)
호우주의보,2021-08-14 06:50,제주(184)
호우주의보,2021-08-14 07:50,울산(152)
호우주의보,2021-08-14 09:10,부산(159)
호우주의보,2021-08-14 09:30,부산(159)
호우주의보,2021-08-14 10:30,흑산도(169)
호우주의보,2021-08-14 11:00,동해(106)
호우주의보,2021-08-14 11:30,강릉(105)
호우주의보,2021-08-14 12:10,영덕(277)
호우주의보,2021-08-14 13:00,울산(152)
호우주의보,2021-08-15 17:40,광주(156)
호우주의보,2021-08-15 20:30,광주(156)
호우주의보,2021-08-17 08:30,동해(106)
호우주의보,2021-08-17 09:20,강릉(105)
호우주의보,2021-08-17 10:25,부산(159)
호우주의보,2021-08-17 11:20,동해(106)
호우주의보,2021-08-17 12:10,강릉(105)
호우주의보,2021-08-17 18:20,인천(112)
호우주의보,2021-08-17 20:30,인천(112)
호우주의보,2021-08-17 22:40,세종(예)(239)
호우주의보,2021-08-18 03:00,강릉(105)
호우주의보,2021-08-18 04:00,동해(106)
호우경보,2021-08-18 04:30,강릉(105)
호우주의보,2021-08-18 05:00,동해(106)
호우주의보,2021-08-18 07:00,부산(159)
호우주의보,2021-08-18 07:10,포항(138)
호우주의보,2021-08-18 12:00,속초(90)
호우주의보,2021-08-18 13:30,제주(184)
호우주의보,2021-08-18 14:00,속초(90)
호우주의보,2021-08-18 15:40,정읍(245)
호우주의보,2021-08-18 16:15,광주(156)
호우주의보,2021-08-18 17:30,고흥(262)
호우주의보,2021-08-18 17:40,정읍(245)
호우주의보,2021-08-18 18:00,광주(156)
호우주의보,2021-08-18 18:10,포항(138)
호우주의보,2021-08-18 18:20,여수(168)
호우주의보,2021-08-18 20:30,동해(106)
호우주의보,2021-08-19 09:00,강릉(105)
호우주의보,2021-08-19 11:50,제주(184)
호우주의보,2021-08-19 12:30,전주(146)
호우경보,2021-08-19 12:50,제주(184)
호우주의보,2021-08-19 13:30,전주(146)
호우주의보,2021-08-19 15:40,울릉도(115)
호우주의보,2021-08-19 16:00,강릉(105)
호우경보,2021-08-19 16:20,울릉도(115)
호우주의보,2021-08-19 17:30,광주(156)
호우주의보,2021-08-19 18:15,울릉도(115)
호우주의보,2021-08-19 18:30,합천(285)
호우주의보,2021-08-19 18:50,산청(289)
호우주의보,2021-08-19 20:10,합천(285)
호우주의보,2021-08-21 02:30,제주(184)
호우주의보,2021-08-21 03:00,흑산도(169)
호우주의보,2021-08-21 05:00,인천(112)
호우주의보,2021-08-21 08:00,제주(184)
호우경보,2021-08-21 07:00,통영(162)
호우주의보,2021-08-21 07:10,인천(112)
호우주의보,2021-08-21 08:10,서산(129)
호우주의보,2021-08-21 08:20,인천(112)
호우주의보,2021-08-21 08:50,울산(152)
호우주의보,2021-08-21 09:40,진주(192)
호우주의보,2021-08-21 10:00,철원(95)
호우주의보,2021-08-21 10:20,서울(108)
호우주의보,2021-08-21 11:10,인천(112)
호우경보,2021-08-21 11:30,부산(159)
호우경보,2021-08-21 11:50,인천(112)
호우경보,2021-08-21 12:30,동두천(98)
호우주의보,2021-08-21 13:00,동해(106)
호우주의보,2021-08-21 13:30,서울(108)
호우주의보,2021-08-21 14:00,파주(99)
호우경보,2021-08-21 14:05,울산(152)
호우주의보,2021-08-21 14:30,동두천(98)
호우주의보,2021-08-21 15:00,철원(95)
호우주의보,2021-08-21 16:00,여수(168)
호우주의보,2021-08-21 17:10,울산(152)
호우주의보,2021-08-21 18:00,인천(112)
호우주의보,2021-08-21 21:00,제주(184)
호우주의보,2021-08-21 22:00,울산(152)
호우주의보,2021-08-22 02:30,제주(184)
호우주의보,2021-08-22 10:00,제주(184)
호우주의보,2021-08-22 11:30,제주(184)
호우경보,2021-08-22 12:00,제주(184)
호우경보,2021-08-22 14:10,제주(184)
호우경보,2021-08-22 15:00,제주(184)
호우주의보,2021-08-22 17:00,제주(184)
호우주의보,2021-08-23 06:50,군산(140)
호우주의보,2021-08-23 07:10,보령(235)
호우주의보,2021-08-23 08:40,서산(129)
호우경보,2021-08-23 09:10,군산(140)
호우경보,2021-08-23 09:40,보령(235)
호우주의보,2021-08-23 11:00,인천(112)
호우주의보,2021-08-23 13:00,창원(155)
호우주의보,2021-08-23 16:00,충주(127)
호우경보,2021-08-23 18:00,군산(140)
호우주의보,2021-08-23 20:00,인천(112)
호우주의보,2021-08-23 22:20,서산(129)
호우주의보,2021-08-23 23:00,동해(106)
호우주의보,2021-08-24 04:00,동해(106)
호우주의보,2021-08-24 05:00,동해(106)
호우경보,2021-08-24 05:30,울릉도(115)
호우주의보,2021-08-24 05:45,제주(184)
호우주의보,2021-08-24 06:00,동해(106)
호우주의보,2021-08-24 07:00,울릉도(115)
호우경보,2021-08-24 07:30,고창(172)
호우경보,2021-08-24 07:50,부안(243)
호우주의보,2021-08-24 08:20,여수(168)
호우주의보,2021-08-24 09:10,장수(248)
호우주의보,2021-08-24 09:30,동해(106)
호우주의보,2021-08-24 10:00,동해(106)
호우주의보,2021-08-24 10:40,대구(143)
호우주의보,2021-08-24 11:00,완도(170)
호우주의보,2021-08-24 11:20,포항(138)
호우주의보,2021-08-24 12:00,제주(184)
호우주의보,2021-08-24 12:20,상주(137)
호우경보,2021-08-24 12:40,영천(281)
호우주의보,2021-08-24 13:00,포항(138)
호우주의보,2021-08-24 14:00,금산(238)
호우주의보,2021-08-24 15:00,상주(137)
호우주의보,2021-08-24 16:00,동해(106)
호우주의보,2021-08-24 17:00,포항(138)
호우주의보,2021-08-24 18:30,제주(184)
호우주의보,2021-08-25 09:20,고흥(262)
호우주의보,2021-08-25 11:35,철원(95)
호우주의보,2021-08-25 13:00,통영(162)
호우주의보,2021-08-25 14:00,철원(95)
호우주의보,2021-08-25 14:45,거제(294)
호우주의보,2021-08-25 15:00,부산(159)
호우주의보,2021-08-25 16:00,완도(170)
호우경보,2021-08-25 16:50,부산(159)
호우주의보,2021-08-25 17:00,고흥(262)
호우주의보,2021-08-25 17:10,울산(152)
호우주의보,2021-08-25 18:10,남해(295)
호우주의보,2021-08-25 18:20,울산(152)
호우주의보,2021-08-25 22:30,통영(162)
호우경보,2021-08-25 23:20,부산(159)
호우주의보,2021-08-27 03:30,흑산도(169)
호우주의보,2021-08-27 06:00,흑산도(169)
호우주의보,2021-08-27 06:40,고창(172)
호우주의보,2021-08-27 07:15,부안(243)
호우주의보,2021-08-27 08:20,전주(146)
호우주의보,2021-08-27 11:20,고창(172)
호우주의보,2021-08-27 16:00,전주(146)
호우주의보,2021-08-27 17:00,임실(244)
호우경보,2021-08-28 05:40,완도(170)
호우주의보,2021-08-28 08:30,완도(170)
호우주의보,2021-08-28 10:00,완도(170)
호우주의보,2021-08-28 18:30,흑산도(169)
호우주의보,2021-08-28 21:00,흑산도(169)
호우주의보,2021-08-29 07:20,고창(172)
호우주의보,2021-08-29 10:00,고창(172)
호우주의보,2021-08-30 15:50,흑산도(169)
호우주의보,2021-08-30 17:50,흑산도(169)
호우주의보,2021-08-31 15:00,인천(112)
호우주의보,2021-08-31 16:00,서울(108)
호우주의보,2021-08-31 18:00,서산(129)
호우주의보,2021-08-31 18:00,인천(112)
호우주의보,2021-08-31 20:00,춘천(101)
호우주의보,2021-08-31 21:00,강릉(105)
호우주의보,2021-08-31 18:30,홍성(177)
호우주의보,2021-09-01 01:00,동두천(98)
호우주의보,2021-09-01 02:00,춘천(101)
호우주의보,2021-09-01 03:00,인천(112)
호우주의보,2021-09-01 03:20,상주(137)
호우경보,2021-09-01 03:40,천안(232)
호우주의보,2021-09-01 04:00,광주(156)
호우주의보,2021-09-01 05:30,원주(114)
호우주의보,2021-09-01 06:30,서산(129)
호우주의보,2021-09-01 07:00,영월(121)
호우주의보,2021-09-01 07:30,대전(133)
호우주의보,2021-09-01 08:20,청주(131)
호우주의보,2021-09-01 09:00,동해(106)
호우주의보,2021-09-01 09:30,광주(156)
호우주의보,2021-09-01 10:00,상주(137)
호우주의보,2021-09-01 10:30,광주(156)
호우주의보,2021-09-01 11:00,강릉(105)
호우주의보,2021-09-01 12:00,안동(136)
호우주의보,2021-09-01 18:10,울산(152)
호우주의보,2021-09-01 18:30,거제(294)
호우주의보,2021-09-01 20:15,통영(162)
호우주의보,2021-09-01 20:30,부산(159)
호우주의보,2021-09-01 21:10,제주(184)
